month,PfPR U5,PfPR U10,PfPR U15,Cases U5,Cases U10,Cases U15,Cases U115,Severe cases U5,Severe cases U10,Severe cases U15,Pop U5,Pop U10,Pop U15,PfPR_2to10,annualeir,year,Run_Number,x_Temporary_Larval_Habitat,scale_temp_rain,scale_water_veg
1,0.836858006,0.788074879,0.645198724,3.544454053,2.952392027,0.953002609,0.127111271,0.078765646,0,0,154.4666667,144.2333333,114.9,0.824467314,135.1922267,2010,0,29.26279396,20,50
2,0.824359531,0.814510448,0.697486034,3.486756444,2.485325217,1.631284952,0.063725777,0.079244465,0,0,153.5333333,141.9666667,119.3333333,0.832035755,95.86238485,2010,0,29.26279396,20,50
3,0.79327768,0.799815498,0.692394366,3.207381368,2.609548047,1.028169021,0.106172552,0,0,0,151.7333333,144.5333333,118.3333333,0.820773639,82.30730101,2010,0,29.26279396,20,50
4,0.774603883,0.755723443,0.693696196,3.991296448,2.590430364,1.621771693,0.084967703,0,0,0,149.3666667,145.6,120.0333333,0.776283442,78.50939318,2010,0,29.26279396,20,50
5,0.755175518,0.776251455,0.648953744,4.188793771,2.124563418,1.306442693,0.106277661,0,0,0,148.1333333,143.1666667,121.0666667,0.788897005,88.19179182,2010,0,29.26279396,20,50
6,0.806818182,0.787095271,0.693032015,3.152272835,3.145818777,1.276567079,0.085160986,0,0,0,146.6666667,143.1,123.9,0.814842246,103.2245223,2010,0,29.26279396,20,50
7,0.82849175,0.806364252,0.703133441,3.986753367,2.883096486,1.774716318,0.213600192,0,0,0,143.4333333,147.7,123.4,0.829134558,136.8132212,2010,0,29.26279396,20,50
8,0.827734096,0.806694746,0.730292793,3.826542705,2.589226246,1.438626155,0.105950655,0.173933759,0,0,139.9,150.3666667,118.4,0.825456177,161.7637752,2010,0,29.26279396,20,50
9,0.820314389,0.827070973,0.698583569,4.325272039,3.288288347,1.344192632,0.105314786,0.088270858,0,0,137.8333333,151.7,117.6666667,0.838473054,182.1227619,2010,0,29.26279396,20,50
10,0.855321236,0.832821413,0.697394228,4.027709663,2.6426064,1.022695452,0.084334567,0,0,0,135.9333333,151.9333333,118.9666667,0.854515302,211.1375148,2010,0,29.26279396,20,50
11,0.830034636,0.824527071,0.704321663,4.153884366,2.619047709,1.497538313,0.105950655,0.090301834,0,0,134.7333333,153.3,121.8666667,0.837074362,205.9323035,2010,0,29.26279396,20,50
12,0.837253961,0.828546371,0.688645691,3.50456059,2.720894665,1.298221618,0.042338476,0,0,0,138.8666667,152.0333333,121.8333333,0.850898568,188.4518827,2010,0,29.26279396,20,50
1,0.864501953,0.782307025,0.71480753,3.118896484,2.53252387,1.640910387,0.126787473,0,0,0,136.5333333,153.7333333,118.6333333,0.814508862,148.5857839,2011,0,29.26279396,20,50
2,0.802232468,0.787754219,0.717317487,3.808541663,2.76395496,1.652518392,0.084402822,0,0,0,137.3666667,154.0666667,117.8,0.805315019,104.5386227,2011,0,29.26279396,20,50
3,0.778493085,0.826433808,0.642652945,3.568192773,2.754419893,0.939108029,0.063170649,0,0,0,139.8,154.6,116.6,0.82617708,90.46557216,2011,0,29.26279396,20,50
4,0.75299366,0.796204443,0.707710349,3.428034782,2.36144051,1.284080923,0.062891275,0,0,0,141.9666667,154.5666667,113.7,0.810322204,79.07381777,2011,0,29.26279396,20,50
5,0.775312721,0.792029617,0.686898162,4.307292774,2.861498326,1.065071523,0.062905725,0,0,0,141.2333333,153.0666667,114.2333333,0.818688573,85.54751314,2011,0,29.26279396,20,50
6,0.76260355,0.800473526,0.660076719,3.110059172,2.592552848,0.646208301,0.125804231,0,0,0,140.8333333,154.8666667,112.9666667,0.801715366,105.4094139,2011,0,29.26279396,20,50
7,0.770087699,0.813408548,0.700058072,4.671723202,2.692558065,1.483739838,0.20977011,0,0,0,140.6333333,153.6333333,114.8,0.82181552,118.3250606,2011,0,29.26279396,20,50
8,0.781779156,0.805821025,0.746581321,3.656093359,3.01259768,1.805353552,0.12574644,0.087049842,0,0,139.7666667,153.4666667,114.5666667,0.818606008,151.9624594,2011,0,29.26279396,20,50
9,0.832301096,0.792589344,0.706048615,5.129823856,2.880947292,1.444318876,0.063116027,0,0,0,139.9333333,152.0333333,117.9333333,0.814534884,173.8123317,2011,0,29.26279396,20,50
10,0.817584994,0.822122905,0.727272727,3.936693996,3.4256984,1.116207957,0.147262242,0.085580304,0,0,142.1666667,149.1666667,119.9,0.837015362,194.4176422,2011,0,29.26279396,20,50
11,0.861809636,0.828745487,0.699088146,3.51703874,3.541290633,1.10942246,0.08414501,0.085781433,0,0,141.8333333,147.7333333,120.6333333,0.85193821,207.3927709,2011,0,29.26279396,20,50
12,0.830780108,0.83940285,0.709392265,3.785057694,2.394254774,1.209944755,0.126297578,0,0,0,141.4333333,147.3666667,120.6666667,0.851499634,192.0782663,2011,0,29.26279396,20,50
1,0.808259587,0.81626091,0.673092588,3.8098481,3.185576484,1.387455925,0.147432199,0,0,0,146.9,145.1333333,122.7666667,0.849615157,142.5377224,2012,0,29.26279396,20,50
2,0.817720961,0.82616736,0.648183556,4.183380932,2.36245957,1.196394414,0.126670137,0,0,0,151.2333333,144.2,122.0333333,0.850141096,109.8754524,2012,0,29.26279396,20,50
3,0.798948752,0.78414606,0.636889992,2.877792478,2.614975795,0.603804812,0.063250925,0,0,0,152.2,144.2333333,120.9,0.790600833,86.43002744,2012,0,29.26279396,20,50
4,0.731443411,0.719179678,0.685149602,3.238476567,1.871358693,1.402690127,0.127000697,0.078987233,0,0,154.0333333,143.0333333,121.4333333,0.730312036,74.74155839,2012,0,29.26279396,20,50
5,0.738742658,0.743939044,0.660425532,4.684576876,2.69683671,0.724822685,0.105247982,0,0,0,153.2333333,144.3666667,117.5,0.745812954,84.07939204,2012,0,29.26279396,20,50
6,0.813907719,0.789654383,0.66685747,3.910999268,3.00755319,1.462507188,0.021025345,0.079816312,0,0,152.4333333,145.6333333,116.4666667,0.816654385,103.6029202,2012,0,29.26279396,20,50
7,0.820158103,0.813289658,0.658213581,4.889108688,2.476602815,1.542688049,0.168067232,0.080149323,0,0,151.8,142.4666667,118.3,0.833483079,122.7072285,2012,0,29.26279396,20,50
8,0.83355063,0.800477897,0.697609001,3.410473846,2.005973764,1.540084407,0.105048064,0.079313345,0,0,153.4,139.5,118.5,0.823680241,147.890606,2012,0,29.26279396,20,50
9,0.836272589,0.815845824,0.697843741,4.13237536,2.952652842,1.022122651,0.042230707,0.079468757,0,0,153.1,140.1,119.0333333,0.837264855,172.6369184,2012,0,29.26279396,20,50
10,0.892015707,0.816400581,0.710820387,4.220113315,2.295597494,0.994821489,0.23263224,0.07962478,0,0,152.8,137.8,122.3,0.842357882,196.2535968,2012,0,29.26279396,20,50
11,0.872538412,0.813675214,0.696081118,4.0283489,2.317460373,1.000274047,0.126816843,0,0,0,154.0333333,136.5,121.6333333,0.841797753,218.2262433,2012,0,29.26279396,20,50
12,0.873233405,0.810275689,0.659603369,5.080299936,2.927318335,0.89242056,0.084358931,0.078158461,0,0,155.6666667,133,122.7,0.848553006,186.8861085,2012,0,29.26279396,20,50
1,0.860237893,0.829163508,0.645073489,3.876380622,2.675006405,1.192161173,0.063101482,0,0,0,156.9333333,131.9,122.4666667,0.859831376,148.2054308,2013,0,29.26279396,20,50
2,0.813408548,0.813028344,0.664596273,3.642872676,2.541024446,1.379962221,0.042247817,0,0,0,153.6333333,134.0666667,123.4333333,0.830662232,112.5272897,2013,0,29.26279396,20,50
3,0.783166594,0.752078609,0.685393258,3.810352206,2.299067751,1.074103765,0.063511396,0,0,0,153.2666667,132.3,124.6,0.783926417,86.82146319,2013,0,29.26279396,20,50
4,0.78515962,0.782896411,0.65210356,3.227998205,2.601170808,1.18122974,0.1903465,0,0,0,154.5333333,130.9666667,123.6,0.793009943,77.76979102,2013,0,29.26279396,20,50
5,0.727562739,0.751140395,0.64335291,3.182688192,3.052458242,0.87693543,0.127067015,0,0,0,156.7333333,131.5333333,124.8666667,0.764046645,84.51986547,2013,0,29.26279396,20,50
6,0.756102607,0.814646465,0.704368802,4.303889237,3.041666552,1.076118991,0.106012197,0,0,0,161.1333333,132,124.3666667,0.822614418,99.66347551,2013,0,29.26279396,20,50
7,0.768641677,0.789847716,0.664470071,3.457275152,2.315989882,1.403075233,0.084755599,0,0,0,165.4,131.3333333,121.4,0.824974109,122.2276321,2013,0,29.26279396,20,50
8,0.814522494,0.804482226,0.72935022,4.897395581,2.820710912,0.904460326,0.063688712,0,0,0,168.9333333,129.4,121.0666667,0.834129591,146.6782537,2013,0,29.26279396,20,50
9,0.865967135,0.824207493,0.695184288,4.118986465,2.964369863,1.374764547,0.105901472,0.07226292,0,0,168.3666667,127.2333333,123.9,0.854962985,172.8266538,2013,0,29.26279396,20,50
10,0.855409706,0.789613848,0.705757495,3.411893226,3.304926872,0.968426615,0.084559247,0,0,0,167.6,125.1666667,125.6333333,0.830370594,199.9058573,2013,0,29.26279396,20,50
11,0.873417722,0.812007607,0.710450873,3.39299836,3.37136656,1.712275162,0.147884466,0,0,0,168.5333333,122.7,127.9,0.847826087,211.5454868,2013,0,29.26279396,20,50
12,0.848563448,0.857104413,0.704391009,5.534716398,2.160925686,1.335598513,0.084928162,0.072825216,0,0,167.0666667,123.8666667,127.5333333,0.86089318,207.6878873,2013,0,29.26279396,20,50
1,0.832798073,0.77262181,0.695906433,3.809714973,2.446506783,1.164274335,0.021289006,0,0,0,166.0666667,129.3,125.4,0.813569235,156.124584,2014,0,29.26279396,20,50
2,0.855517171,0.781903766,0.704966443,3.782767698,1.718096226,1.567785263,0.106110824,0.148343831,0,0,164.0333333,127.4666667,124.1666667,0.823905773,111.95532,2014,0,29.26279396,20,50
3,0.824596774,0.780895984,0.686030802,4.04737886,2.819258496,1.479329914,0.021289006,0,0,0,165.3333333,129.4666667,123.3666667,0.826451054,90.83909247,2014,0,29.26279396,20,50
4,0.777087923,0.753881988,0.645100671,3.070298284,2.550465748,1.273825526,0.128377978,0.07310234,0,0,166.4333333,128.8,124.1666667,0.796231884,82.9345489,2014,0,29.26279396,20,50
5,0.785728366,0.739953332,0.600216685,4.173072979,2.176562041,1.087486424,0.107044401,0,0,0,169.1,128.5666667,123.0666667,0.798258345,93.37778953,2014,0,29.26279396,20,50
6,0.779103894,0.794293126,0.665861514,3.642144464,2.745784715,1.077563062,0.064249249,0,0,0,170.3666667,128.5,124.2,0.808201058,93.23110542,2014,0,29.26279396,20,50
7,0.770027354,0.80905307,0.705070348,3.708479851,2.943548329,1.647199325,0.150417993,0.07131692,0,0,170.6,128.1333333,125.5666667,0.81268568,119.382052,2014,0,29.26279396,20,50
8,0.822413456,0.79921363,0.696791444,4.140426576,2.487549201,1.85427808,0.064283196,0.071386665,0,0,170.4333333,127.1666667,124.6666667,0.829739443,158.5132302,2014,0,29.26279396,20,50
9,0.853769841,0.790589452,0.719704953,3.403769813,2.736556284,0.769230783,0.128490966,0,0,0,168,128.9333333,126.5333333,0.827684892,180.4872992,2014,0,29.26279396,20,50
10,0.872370266,0.798214286,0.678703216,3.583450153,2.420918375,1.058249876,0.064196516,0.146263272,0,0,166.3666667,130.6666667,126.4666667,0.832703642,209.3944502,2014,0,29.26279396,20,50
11,0.847759984,0.819619471,0.703175457,4.439489096,2.074376017,1.473358423,0.064125085,0.073991485,0,0,164.4333333,134.9,123.8666667,0.838864694,208.882382,2014,0,29.26279396,20,50
12,0.876468206,0.834337349,0.704210244,3.621911533,3.114959866,1.27245906,0.085400097,0.073916562,0,0,164.6,132.8,124.3,0.858712007,191.6960384,2014,0,29.26279396,20,50
1,0.830387289,0.821678322,0.693663912,4.422045842,2.643606491,1.407713503,0.085255474,0,0,0,167.8333333,133.4666667,121,0.840357409,148.7942663,2015,0,29.26279396,20,50
2,0.807287607,0.812797992,0.703089888,3.627240904,2.015056431,0.820224702,0.127771296,0.071122371,0,0,171.0666667,132.8333333,118.6666667,0.842481035,112.5138788,2015,0,29.26279396,20,50
3,0.773744113,0.774291498,0.665557404,3.437990427,2.493674062,1.012201905,0.106843859,0,0,0,169.8666667,131.7333333,120.2,0.787810722,83.8733584,2015,0,29.26279396,20,50
4,0.752093476,0.763029525,0.631665299,3.411879301,3.09242624,1.097894475,0.128175113,0,0,0,171.1666667,129.8333333,121.9,0.793789569,79.47735054,2015,0,29.26279396,20,50
5,0.744811683,0.80615146,0.678040726,3.086087734,2.169811353,1.406164005,0.085400097,0,0,0,173.4666667,128.9666667,121.1333333,0.818845982,90.67944148,2015,0,29.26279396,20,50
6,0.771286751,0.783157895,0.649276154,4.041618779,3.553947374,1.395793483,0.063997664,0,0,0,174.6,126.6666667,122.0333333,0.800414569,104.4346386,2015,0,29.26279396,20,50
7,0.791334094,0.801512287,0.679989412,3.676358938,1.971374601,0.869507656,0.107252002,0.069365263,0,0,175.4,123.4333333,125.9333333,0.822432672,125.4697028,2015,0,29.26279396,20,50
8,0.847354397,0.777412281,0.665362546,4.654549122,3.101699509,1.332811713,0.085776396,0,0,0,175.1333333,121.6,127.8,0.836582825,151.0592466,2015,0,29.26279396,20,50
9,0.86871189,0.834206897,0.690482332,4.033917725,2.920000054,1.223884419,0.085490108,0.139100611,0,0,174.9333333,120.8333333,129.2333333,0.869095816,169.4922441,2015,0,29.26279396,20,50
10,0.868355402,0.833745534,0.720113607,3.572251014,2.708161533,1.036664121,0.128257692,0,0,0,173.7,121.3,129.1,0.855876165,205.5505754,2015,0,29.26279396,20,50
11,0.874587459,0.83045657,0.695250321,4.464181781,2.337138072,1.124518633,0.063990181,0.070860028,0,0,171.7,119.7333333,129.8333333,0.841281896,203.2905147,2015,0,29.26279396,20,50
12,0.873138773,0.79182458,0.695391825,3.985507116,3.161884069,1.14032802,0.127957933,0,0,0,167.9,123.1333333,128.0333333,0.836765597,198.412787,2015,0,29.26279396,20,50
1,0.855668056,0.841496973,0.666155811,4.275362179,3.013208583,0.839080475,0.064035086,0,0,0,167.9,121.1333333,130.5,0.859923954,158.1425616,2016,0,29.26279396,20,50
2,0.826403941,0.796220214,0.675228891,3.667980418,2.899205782,0.64979656,0.106843859,0.071921185,0,0,169.1666667,121.7,131.0666667,0.82233425,114.7398503,2016,0,29.26279396,20,50
3,0.789791545,0.780157224,0.682141045,2.844340503,2.275684431,0.925925896,0.042720038,0,0,0,171.1,122.9666667,131.4,0.799757466,85.33148182,2016,0,29.26279396,20,50
4,0.704271845,0.760956175,0.648966045,2.905825369,2.520584404,1.30456987,0.128002804,0,0,0,171.6666667,125.5,130.5666667,0.76754255,78.14396756,2016,0,29.26279396,20,50
5,0.763004658,0.786531807,0.646694215,4.25077647,2.623103455,1.03693179,0.085156024,0,0,0,171.7333333,125.2333333,129.0666667,0.803447768,92.27842048,2016,0,29.26279396,20,50
6,0.800788177,0.779345222,0.679776706,4.459113449,3.206015334,1.296625242,0.064042579,0,0,0,169.1666667,125.2333333,131.3666667,0.820444837,106.952569,2016,0,29.26279396,20,50
7,0.849245246,0.840074015,0.661903547,4.579493999,2.991012484,1.303904071,0.127838418,0.071554594,0,0,170.0333333,126.1,130.6333333,0.86635473,137.7304445,2016,0,29.26279396,20,50
8,0.826179841,0.839892905,0.634644865,4.182365492,3.22489956,1.305569768,0.085270412,0,0,0,171.6333333,124.5,130.4666667,0.846938776,174.715512,2016,0,29.26279396,20,50
9,0.832404382,0.831723027,0.705641026,3.998654634,2.742887795,1.310256436,0.127347797,0,0,0,173.4333333,124.2,130,0.845748573,174.6256897,2016,0,29.26279396,20,50
10,0.828405797,0.804302204,0.695819441,3.808695495,2.96825821,1.778661132,0.063492984,0.070531398,0,0,172.5,127.0666667,129.9666667,0.830227439,193.5210975,2016,0,29.26279396,20,50
11,0.861824454,0.838168752,0.71766521,4.616711274,2.914559394,0.938544646,0.063156076,0.139900342,0,0,173.9333333,125.2333333,129.6333333,0.861508933,203.4641423,2016,0,29.26279396,20,50
12,0.868937644,0.829294561,0.676416819,4.495766163,3.243134201,1.239226945,0.147135038,0,0,0,173.2,123.8,127.6333333,0.863038012,198.4936856,2016,0,29.26279396,20,50
1,0.852140078,0.841777085,0.708612825,3.479571827,2.750064999,1.664877877,0.0418626,0,0,0,171.3333333,128.3,124.2333333,0.857603282,152.7832379,2017,0,29.26279396,20,50
2,0.847447447,0.806654903,0.71174569,3.28828834,2.484245025,1.081627116,0.083581403,0.073073074,0,0,166.5,132.2333333,123.7333333,0.830155979,107.5893251,2017,0,29.26279396,20,50
3,0.791583166,0.792948237,0.648881703,4.388777465,2.829457298,0.983562395,0.062804701,0,0,0,166.3333333,133.3,123.7,0.810630264,85.76971882,2017,0,29.26279396,20,50
4,0.77568596,0.753001715,0.643463963,3.728219345,2.862043619,0.400109619,0.209758058,0,0,0,166.4333333,136.0333333,121.6333333,0.775483871,79.40520924,2017,0,29.26279396,20,50
5,0.749257867,0.80157752,0.67998905,3.683950201,2.699038759,0.999178737,0.105211576,0,0,0,168.4333333,135.2333333,121.7666667,0.813116159,90.74936532,2017,0,29.26279396,20,50
6,0.768419033,0.783420463,0.658602881,3.571565531,2.271595784,1.19054094,0.042133208,0,0,0,173.7333333,133.9,122.6333333,0.818532819,110.0071838,2017,0,29.26279396,20,50
7,0.80248775,0.790346535,0.637282426,4.19619295,2.620049588,0.717293672,0.08383096,0.068790048,0,0,176.8666667,134.6666667,118.7333333,0.817225696,116.5260615,2017,0,29.26279396,20,50
8,0.841406396,0.801564027,0.660463785,4.368804932,2.943548284,1.462925881,0.08362449,0.136525154,0,0,178.2333333,136.4,116.4333333,0.835425187,142.5529923,2017,0,29.26279396,20,50
9,0.852128454,0.796672376,0.724707894,3.816280603,2.94714953,0.936164171,0.104698529,0,0,0,178.5333333,136.2333333,116.9666667,0.830857623,170.031055,2017,0,29.26279396,20,50
10,0.83769245,0.872553816,0.675196278,4.265442565,2.678571492,0.955219522,0.145808369,0.067705438,0,0,179.7,136.2666667,114.6333333,0.854390618,203.6120642,2017,0,29.26279396,20,50
11,0.871045328,0.808229243,0.696589915,4.32192421,2.503061503,1.702127695,0.103988601,0.135060132,0,0,180.1666667,136.1,114.3666667,0.844216155,229.8937951,2017,0,29.26279396,20,50
12,0.852680222,0.804058951,0.732318711,4.115526788,2.381009817,0.762458988,0.082926273,0,0,0,180.3333333,137.9666667,111.7,0.831146847,203.1405015,2017,0,29.26279396,20,50
1,0.825807636,0.819480829,0.671419903,3.751835704,2.694689319,0.885922313,0.062057242,0.133994132,0,0,181.6,139.9666667,109.8666667,0.855774648,147.1942166,2018,0,29.26279396,20,50
2,0.780751604,0.798795181,0.669632266,3.144821413,3.078313321,0.216488734,0.165083677,0,0,0,181.8333333,138.3333333,112.4,0.797368049,112.6021615,2018,0,29.26279396,20,50
3,0.783037836,0.759643202,0.626909518,3.068908945,2.551832102,0.750587523,0.123889804,0,0,0,182.3666667,138.2666667,113.4666667,0.788106155,84.30562315,2018,0,29.26279396,20,50
4,0.764310376,0.796606119,0.62994939,3.780665226,3.402246796,1.086632907,0.103025855,0,0,0,183.4333333,139.4666667,111.9666667,0.802820759,76.72651058,2018,0,29.26279396,20,50
5,0.759753221,0.771672193,0.677725118,3.70894587,1.901942194,1.297393352,0.082360238,0.066231176,0,0,183.7,140.7333333,112.5333333,0.802518133,87.04457586,2018,0,29.26279396,20,50
6,0.777398491,0.788527989,0.65280236,3.934603035,3.279198289,1.399704985,0.061857417,0.065576717,0,0,185.5333333,144.7,113,0.825034014,101.3313148,2018,0,29.26279396,20,50
7,0.786953379,0.832845894,0.680825959,4.023310333,3.530933551,1.184365757,0.06209947,0.197867721,0,0,184.4666667,148.1666667,113,0.843336452,115.8987268,2018,0,29.26279396,20,50
8,0.852287109,0.824588706,0.65380012,4.355451196,2.43441537,0.764512293,0.103493249,0,0,0,184.3666667,149.9333333,111.4,0.854666667,162.3182225,2018,0,29.26279396,20,50
9,0.86237534,0.810533363,0.705523345,4.103354365,2.443650886,1.113823652,0.102782156,0.066183135,0,0,183.8333333,149.3666667,109.2333333,0.842986185,174.6389874,2018,0,29.26279396,20,50
10,0.885599415,0.804998874,0.705954952,4.535818636,3.451925218,1.013576075,0.102281002,0.066703215,0,0,182.4,148.0333333,108.0333333,0.844470963,218.7893402,2018,0,29.26279396,20,50
11,0.87032967,0.820466786,0.724692526,4.077839039,2.703096852,1.611479014,0.101847202,0,0,0,182,148.5333333,105.7,0.844147333,221.6054438,2018,0,29.26279396,20,50
12,0.851751043,0.821074007,0.710854648,3.907639399,3.047157057,1.480037473,0.020419581,0.066231176,0,0,183.7,147.7333333,106.8666667,0.835903519,194.2980281,2018,0,29.26279396,20,50
1,0.841001104,0.809122007,0.709677419,3.895841077,2.413911022,0.981182769,0.082110114,0,0,0,181.1333333,146.1666667,111.6,0.829866172,151.6971715,2019,0,29.26279396,20,50
2,0.843105023,0.819254802,0.668864249,3.600000188,3.125433974,1.312556148,0.061478863,0.06666667,0,0,182.5,144.0333333,111.2333333,0.84144385,107.7573273,2019,0,29.26279396,20,50
3,0.815637246,0.823638042,0.667557932,2.996827722,2.780470893,1.084373146,0.061351413,0,0,0,178.6333333,144.4,112.2,0.821577321,83.21837441,2019,0,29.26279396,20,50
4,0.800902425,0.788448315,0.670855775,4.048693195,2.76071506,0.873728335,0.122005574,0.068621919,0,0,177.3,145.4333333,111.4,0.7973462,80.71166019,2019,0,29.26279396,20,50
5,0.746529759,0.773801485,0.687797619,3.123217486,2.793157667,0.434523821,0.040695731,0,0,0,175.3,148.1,112,0.787947319,88.58462667,2019,0,29.26279396,20,50
6,0.779464794,0.806749156,0.659386068,4.225659512,3.28458935,0.861865401,0.04063683,0,0,0,175.6333333,148.1666667,112.9333333,0.816409851,99.56283133,2019,0,29.26279396,20,50
7,0.78923598,0.808028706,0.669565217,3.846443176,2.946849167,0.547226369,0.081196822,0.137372971,0,0,177.1333333,148.6333333,111.1666667,0.823252776,126.1667384,2019,0,29.26279396,20,50
8,0.854691289,0.811261963,0.672955975,5.378660843,2.762074322,0.874513328,0.10142833,0,0,0,178.7,149.7666667,111.3,0.840228245,148.3054979,2019,0,29.26279396,20,50
9,0.845926473,0.825636405,0.676643192,4.180675983,2.877900377,1.178110354,0.081205852,0.067430258,0,0,180.4333333,147.9666667,113.6,0.859479262,179.246353,2019,0,29.26279396,20,50
10,0.836757357,0.811432476,0.669846777,3.445308186,2.576861687,0.844174623,0.060914554,0,0,0,180.1,146.3666667,115.3,0.848221344,202.5948638,2019,0,29.26279396,20,50
11,0.842987521,0.811303345,0.708800448,4.010989174,2.61014995,0.920683868,0.142498607,0.203948602,0,0,178.9666667,144.5,118.9333333,0.831161925,196.7127656,2019,0,29.26279396,20,50
12,0.833056018,0.79266869,0.697478992,4.31872797,2.812281199,1.32913167,0.061070831,0,0,0,180.3,142.7666667,119,0.824624385,194.7345025,2019,0,29.26279396,20,50
1,0.858665171,0.808288956,0.653631285,3.889511928,2.704329729,0.305865929,0.020425294,0.068237051,0,0,178.3,143.9666667,119.3333333,0.844690967,146.8605045,2020,0,29.26279396,20,50
2,0.829200075,0.795022624,0.699575672,3.811299682,2.890271582,0.929278672,0.102023706,0,0,0,178.7666667,147.3333333,117.8333333,0.824786885,110.5625002,2020,0,29.26279396,20,50
3,0.811390533,0.805138699,0.667618504,3.847078443,2.987721741,1.250713885,0.143273707,0,0,0,180.2666667,146.6,116.7333333,0.815493326,85.31310475,2020,0,29.26279396,20,50
4,0.799625117,0.788131769,0.677531007,3.626054287,2.141245499,1.368618362,0.143434577,0,0,0,177.8333333,147.7333333,115.5666667,0.809044569,88.86629085,2020,0,29.26279396,20,50
5,0.770519578,0.763063868,0.651734104,3.160767928,2.526797757,0.949421994,0.040999718,0.068712346,0,0,177.0666667,149.2666667,115.3333333,0.786260531,94.97694081,2020,0,29.26279396,20,50
6,0.797353497,0.768800358,0.657793552,4.484877363,2.614145041,1.403430901,0.143161315,0.068998113,0,0,176.3333333,148.9333333,112.7,0.805136724,103.2759986,2020,0,29.26279396,20,50
7,0.833205961,0.760188088,0.638652913,3.765762314,3.18741598,0.775182024,0.061310191,0,0,0,174.4666667,148.8666667,109.8666667,0.806990688,132.6170066,2020,0,29.26279396,20,50
8,0.857962149,0.830371204,0.69490485,4.116803698,2.791900948,1.120319217,0.081468672,0.069776334,0,0,174.3666667,148.1666667,108.6,0.849534973,157.6325521,2020,0,29.26279396,20,50
9,0.853272276,0.816761042,0.705409583,3.900019169,1.901472278,0.789799087,0.141810512,0.069643199,0,0,174.7,147.1666667,107.8333333,0.842895649,188.8529186,2020,0,29.26279396,20,50
10,0.84857685,0.800732098,0.700928793,3.601518124,2.922672033,1.469040267,0.020307111,0,0,0,175.6666667,145.7,107.6666667,0.834609892,212.8721378,2020,0,29.26279396,20,50
11,0.843906977,0.820124052,0.708945687,4.006511569,2.599356815,1.399361014,0.08130534,0.135813951,0,0,179.1666667,145.1,104.3333333,0.840850181,211.9603892,2020,0,29.26279396,20,50
12,0.857299671,0.831827658,0.689338817,4.340468571,2.621033162,0.461879164,0.060934894,0,0,0,182.2,143.9,105.3666667,0.848679974,203.0926294,2020,0,29.26279396,20,50
1,0.836252031,0.802555168,0.685185185,3.031232998,2.967479676,0.711500958,0.06059432,0,0,0,184.6333333,143.5,102.6,0.84246487,150.032043,2021,0,29.26279396,20,50
2,0.803024847,0.753753754,0.685936993,3.745948657,2.445137434,0.829814866,0.080756679,0,0,0,185.1333333,144.3,102.6333333,0.798732376,106.8469941,2021,0,29.26279396,20,50
3,0.757873657,0.803645593,0.678117048,3.189513803,2.442316465,1.044847347,0.060530679,0,0,0,183.1,144.4666667,104.8,0.800473809,81.76286067,2021,0,29.26279396,20,50
4,0.756273696,0.806021604,0.63627907,3.558403954,2.852217898,1.697674468,0.100739682,0,0,0,184.6333333,145.0333333,107.5,0.797249041,77.7191194,2021,0,29.26279396,20,50
5,0.822110191,0.76803653,0.647952854,4.797443017,2.416666739,1.245347373,0.040251434,0,0,0,185.1333333,146,107.4666667,0.803449184,92.88664907,2021,0,29.26279396,20,50
6,0.844945848,0.788973824,0.716257669,3.953068703,3.043780446,0.895705521,0.120568156,0,0,0,184.6666667,143.9,108.6666667,0.823756318,104.9621337,2021,0,29.26279396,20,50
7,0.851927354,0.819668356,0.655777374,4.058561772,2.5218793,0.993647933,0.100539885,0.067642696,0,0,179.8666667,144.7333333,110.2,0.84214029,130.8823119,2021,0,29.26279396,20,50
8,0.857036208,0.813137033,0.667795567,3.951101035,2.810872063,1.123768464,0.060313962,0.068122432,0,0,178.6,147.1666667,108.2666667,0.832611833,156.6850487,2021,0,29.26279396,20,50
9,0.847313855,0.780389523,0.701953371,3.921771705,2.287889063,1.149968505,0.080087766,0.068803012,0,0,176.8333333,148.9,105.8,0.814795452,174.7753644,2021,0,29.26279396,20,50
10,0.872612681,0.806915132,0.694607088,4.740259826,3.196003564,0.899845898,0.120382581,0,0,0,174.5333333,148.4666667,108.1666667,0.835771715,195.3679984,2021,0,29.26279396,20,50
11,0.868325359,0.804022346,0.638330757,3.7722487,3.017877162,1.241112851,0.100214155,0.069856457,0,0,174.1666667,149.1666667,107.8333333,0.839440373,215.0901194,2021,0,29.26279396,20,50
12,0.873764259,0.816577301,0.723470662,3.608365178,3.017202869,1.2531211,0.060049357,0,0,0,175.3333333,149.2,106.8,0.84332407,199.790755,2021,0,29.26279396,20,50
1,0.837061319,0.835023665,0.69922109,3.730235286,2.467883751,0.984122202,0.100087747,0.070381798,0,0,172.8666667,147.9,111.2666667,0.848192771,160.6605571,2022,0,29.26279396,20,50
2,0.829216925,0.806370302,0.666080328,4.402642384,2.174610406,0.642040461,0.040013157,0,0,0,174.1,145.4666667,113.7,0.828765301,115.8950701,2022,0,29.26279396,20,50
