month,PfPR U5,PfPR U10,PfPR U15,Cases U5,Cases U10,Cases U15,Cases U115,Severe cases U5,Severe cases U10,Severe cases U15,Pop U5,Pop U10,Pop U15,PfPR_2to10,annualeir,year,Run_Number,x_Temporary_Larval_Habitat,scale_temp_rain,scale_water_veg
3,0.158474243,0.321768183,0.467847957,0.430593789,1.594705775,2.086310387,1.436211433,0,0,0,169.5333333,129.7,116.6333333,0.262518968,3.528055203,2020,0,0.443985126,20,50
4,0.143341308,0.296111665,0.454415954,0.509370022,1.091724783,1.663817644,1.017053053,0.072767146,0,0,167.2,133.7333333,117,0.258814704,2.143349559,2020,0,0.443985126,20,50
5,0.095266508,0.26219064,0.359817091,0.217780419,0.536633179,0.730208635,0.468863459,0,0,0,167.6,136.0333333,116.6333333,0.213671412,1.830196969,2020,0,0.443985126,20,50
6,0.094205755,0.198000488,0.318406514,0.647418201,0.71202147,0.84908402,0.852708858,0,0,0,169.1333333,136.7,114.6333333,0.173254086,1.694165868,2020,0,0.443985126,20,50
7,0.076908023,0.194223827,0.237783075,0.142857149,0.527075797,0.652562588,0.464736473,0,0,0,170.3333333,138.5,111.8666667,0.159605766,1.665237849,2020,0,0.443985126,20,50
8,0.07611035,0.139350012,0.24397873,0.499902181,0.512041166,0.913356245,0.842446581,0,0,0,170.3666667,142.5666667,106.5666667,0.125328659,2.229289796,2020,0,0.443985126,20,50
9,0.09701343,0.163448276,0.237940026,0.658448584,0.839080438,0.951760113,1.019553026,0,0,0,166.3,145,102.2666667,0.157603149,2.225911527,2020,0,0.443985126,20,50
10,0.108304708,0.156364469,0.262935242,0.368761383,0.668498158,1.544093728,1.035630442,0,0,0,164.9666667,145.6,102.4333333,0.160800351,3.719417822,2020,0,0.443985126,20,50
11,0.077813248,0.180157262,0.300032331,0.145650432,1.266188733,1.770126075,1.017491162,0,0,0,167.0666667,144.1333333,103.1,0.166473149,3.872807118,2020,0,0.443985126,20,50
12,0.094285714,0.240237497,0.349041274,0.744897947,1.500342563,2.135196626,1.31920483,0,0,0,163.3333333,145.9666667,102.5666667,0.20385514,4.885140778,2020,0,0.443985126,20,50
1,0.126670779,0.254326047,0.456378057,0.825622082,0.498633876,2.894910693,1.122768521,0,0,0,162.1,146.4,100.8666667,0.219174041,3.520262437,2021,0,0.443985126,20,50
2,0.154582485,0.26833713,0.482433312,0.520366602,1.413439669,1.543591425,1.085471984,0,0,0,163.6666667,146.3333333,102.4666667,0.234803337,2.85704065,2021,0,0.443985126,20,50
3,0.130898646,0.20802005,0.460729543,0.449322939,0.498974696,1.67926386,0.805250704,0,0,0,162.4666667,146.3,101.4333333,0.181601667,2.02653753,2021,0,0.443985126,20,50
4,0.094566993,0.195381481,0.447526738,0.298202604,0.661082208,1.219919771,0.806496143,0,0.082635276,0,163.2,147.2333333,99.73333333,0.158568905,2.052262656,2021,0,0.443985126,20,50
5,0.105012428,0.155882353,0.379880874,0.529204629,0.660633504,1.087028436,0.646482527,0,0,0,160.9333333,147.3333333,100.7333333,0.148417078,1.720606063,2021,0,0.443985126,20,50
6,0.109191725,0.165666,0.324811537,0.62273407,0.730487019,0.957063258,0.708305584,0,0,0,156.3,149.9,101.7,0.165406977,2.133804334,2021,0,0.443985126,20,50
7,0.123281787,0.167179938,0.281769794,0.470360845,0.72261326,0.242847636,0.728179581,0,0,0,155.2,151.5333333,100.2,0.174874372,1.942330047,2021,0,0.443985126,20,50
8,0.103367931,0.172831352,0.259770115,0.386570655,0.803610757,1.678160906,0.648600638,0,0,0,157.3666667,151.4,101.5,0.159249254,2.395801976,2021,0,0.443985126,20,50
9,0.092158106,0.160350493,0.293311582,0.540054969,0.959474266,1.429037511,0.831666103,0,0,0,157.7,152.1666667,102.1666667,0.151523782,2.404706892,2021,0,0.443985126,20,50
10,0.113147241,0.21598084,0.289132602,0.62220329,1.271500111,0.606513806,1.054620236,0,0,0,156.4333333,153.1,100.3,0.195350156,4.241601551,2021,0,0.443985126,20,50
11,0.160849453,0.268383972,0.291639451,1.151177511,1.848304741,1.668843895,1.381190926,0,0,0,158.5333333,151.4,102.0666667,0.254815864,3.670532551,2021,0,0.443985126,20,50
12,0.18630137,0.321412705,0.341303636,0.846153878,1.864726834,2.032427087,1.181163829,0.07692308,0.08107508,0,158.1666667,150.0666667,101.7666667,0.292125436,5.083988441,2021,0,0.443985126,20,50
1,0.183920238,0.349024882,0.414405685,1.00657618,1.309123516,2.239987016,1.38682463,0,0,0,157.1333333,148.7,103.2,0.306600524,4.150330586,2022,0,0.443985126,20,50
2,0.184226998,0.322450805,0.422733078,0.609221756,1.305903435,1.63154529,1.200724833,0,0,0,159.7666667,149.0666667,104.4,0.2938736,3.008422496,2022,0,0.443985126,20,50
3,0.171416684,0.29389227,0.41952,0.759309307,0.904890709,1.518400036,0.773175776,0,0,0,160.2333333,147.9,104.1666667,0.267017884,2.697384794,2022,0,0.443985126,20,50
4,0.123222749,0.280957811,0.349077968,0.225633636,1.248574667,1.062762827,0.874860654,0,0,0,161.7666667,146.1666667,103.0333333,0.240597345,1.652133359,2022,0,0.443985126,20,50
5,0.078984772,0.236835891,0.330200501,0.222335033,0.430932716,0.914786994,0.508951955,0,0,0,164.1666667,141.1666667,106.4,0.183505442,1.675521314,2022,0,0.443985126,20,50
6,0.080671581,0.195068891,0.262305105,0.448402941,0.794053629,0.892693341,0.671367254,0.074733824,0,0,162.8,137.9,109.0333333,0.16212036,1.847206399,2022,0,0.443985126,20,50
7,0.082242226,0.182453603,0.218153365,0.597381353,0.43986503,0.685446024,0.466129914,0,0,0,162.9333333,138.3,106.5,0.153878407,2.027347809,2022,0,0.443985126,20,50
8,0.097887896,0.160226434,0.205253513,0.296506912,0.539010599,1.226328656,0.607894287,0,0.0898351,0,164.1333333,135.4333333,109.1333333,0.141130713,1.615471146,2022,0,0.443985126,20,50
9,0.091638259,0.149666584,0.247451344,0.658712648,0.540874287,1.014828533,0.706191259,0,0,0,166.2333333,134.9666667,107.9,0.133611691,2.524466952,2022,0,0.443985126,20,50
10,0.126126126,0.175810778,0.240792324,0.971539706,1.42404294,1.129681244,0.868470535,0,0.089002684,0,162.8,136.7,107.7,0.17314931,2.988665707,2022,0,0.443985126,20,50
11,0.136466708,0.213130582,0.283661356,0.526695549,0.969104521,1.368322402,1.02731791,0,0,0,161.7,138.1,106.7,0.199889028,3.166531344,2022,0,0.443985126,20,50
12,0.147361913,0.212238015,0.289251018,0.752267092,0.967236817,1.601378858,1.103871083,0,0,0,161.7333333,138.3666667,106.3666667,0.2051995,4.108391019,2022,0,0.443985126,20,50
1,0.141142973,0.255854079,0.388480392,0.668090321,1.709391214,1.789215684,1.32297216,0,0,0,163.9,135.2333333,108.8,0.223165808,3.356617407,2023,0,0.443985126,20,50
2,0.171498571,0.266402575,0.370347958,1.043283015,1.355533563,1.656580903,0.742400117,0,0,0,163.2666667,134.6333333,110.1666667,0.244337017,2.950553843,2023,0,0.443985126,20,50
3,0.163447855,0.276309227,0.36243227,0.66781868,1.183291808,0.878988564,0.984965319,0,0,0,163.9666667,133.6666667,110.7333333,0.244512792,1.871704759,2023,0,0.443985126,20,50
4,0.145799012,0.254342432,0.28125,0.150329486,0.996277899,0.442961156,0.46623346,0,0,0,161.8666667,134.3333333,109.8666667,0.225383543,1.741323951,2023,0,0.443985126,20,50
5,0.10827501,0.251707564,0.200974421,0.601070404,0.646344535,0.333434835,0.626730913,0,0,0,161.9333333,131.7666667,109.4666667,0.202234479,1.355911583,2023,0,0.443985126,20,50
6,0.085538462,0.140071832,0.162804695,0.149743587,0.280913293,0.768883534,0.344683938,0,0,0,162.5,129.9333333,110.7666667,0.119766448,1.127572832,2023,0,0.443985126,20,50
7,0.072350892,0.130056324,0.191604198,0.448862493,0.560675874,0.875562191,0.547195986,0,0,0,162.6333333,130.2,111.1666667,0.110779719,1.62328366,2023,0,0.443985126,20,50
8,0.061907643,0.117393509,0.179897374,0.294414192,0.46272818,0.661032289,0.567998648,0,0,0,165.3,131.4666667,110.4333333,0.101319113,1.739440093,2023,0,0.443985126,20,50
9,0.069458226,0.135400908,0.225268176,0.507045045,0.736258209,1.413885608,0.529015005,0,0,0,167.9666667,132.2,111.8666667,0.107926744,1.903205248,2023,0,0.443985126,20,50
10,0.070883534,0.212376238,0.239880952,0.219879515,1.626237676,0.869047642,0.736216955,0,0,0,166,134.6666667,112,0.158586,2.403406162,2023,0,0.443985126,20,50
11,0.08988534,0.25496368,0.233820459,0.747338235,1.148910381,1.63286604,0.5953988,0,0,0,162.8,137.6666667,111.7666667,0.195975017,3.317612772,2023,0,0.443985126,20,50
12,0.121721311,0.247379966,0.278171091,0.822745904,0.978552289,1.184365757,0.942940563,0,0,0,162.6666667,136.7666667,113,0.208292615,3.374677811,2023,0,0.443985126,20,50
1,0.136122449,0.262067284,0.284016637,0.521428563,1.15675284,1.084373146,0.779257238,0,0,0,163.3333333,136.7333333,112.2,0.224581006,3.03686061,2024,0,0.443985126,20,50
2,0.140282613,0.278385607,0.298413649,0.523243889,0.976173095,1.201736003,0.984601557,0,0.088743009,0,162.7666667,137.1,111.3666667,0.231254284,2.119912225,2024,0,0.443985126,20,50
3,0.118303571,0.233833292,0.247385719,0.518465899,1.256454408,0.545264408,0.554212142,0,0,0,164.2666667,135.5666667,111.5666667,0.199364465,2.07199555,2024,0,0.443985126,20,50
4,0.110347615,0.241599215,0.249403341,0.516370244,0.716212928,1.197792344,0.471496757,0,0,0,164.9333333,135.9,111.7333333,0.20214694,1.499598447,2024,0,0.443985126,20,50
5,0.101688021,0.185491723,0.24323538,0.37116129,0.533106118,0.743380874,0.65677011,0,0,0,163.9,136.9333333,114.5666667,0.1650758,1.472003417,2024,0,0.443985126,20,50
6,0.078974359,0.167778601,0.24439977,0.22461538,0.54114157,0.83859849,0.411476232,0.074871793,0,0,162.5,134.9,116.0666667,0.144716145,1.416831799,2024,0,0.443985126,20,50
7,0.077081192,0.09278607,0.194508009,0.375128463,0.272388071,0.626430184,0.596506035,0,0,0,162.1666667,134,116.5333333,0.097546898,2.193056287,2024,0,0.443985126,20,50
8,0.088400083,0.144111192,0.204254079,0.530193001,1.335040256,0.850815833,0.885772305,0,0,0,160.6333333,136.7,114.4,0.121975952,1.845268042,2024,0,0.443985126,20,50
9,0.09176567,0.150966479,0.222747415,0.299057752,0.625152931,0.970457889,0.720448876,0,0,0,162.7333333,136.2333333,112.8333333,0.134582133,2.766066062,2024,0,0.443985126,20,50
10,0.088217276,0.189005108,0.258925893,0.372677147,1.154220402,2.080708064,0.967132678,0,0,0,163.2333333,137.0333333,111.1,0.157803718,3.361140799,2024,0,0.443985126,20,50
11,0.079619125,0.209449586,0.335841107,0.443679079,1.600097403,1.647607572,1.128950659,0,0,0,164.5333333,136.8666667,110.7666667,0.167605837,4.346490728,2024,0,0.443985126,20,50
12,0.137610893,0.247625831,0.393966547,1.054260403,1.126543164,2.398446769,1.191266682,0,0,0,161.5666667,140.4,111.6,0.208669355,4.547612452,2024,0,0.443985126,20,50
1,0.733816312,0.802183174,0.716981132,3.41201216,3.789936081,1.439031288,0.370315114,0,0,0,142.6333333,125.2,118.3666667,0.809668592,27.15844795,2010,0,3.604475727,20,50
2,0.651151966,0.74127907,0.649200221,1.953688577,2.025634177,1.107280776,0.240275288,0,0,0,143.2333333,126.1333333,120.8666667,0.725949755,18.35660117,2010,0,3.604475727,20,50
3,0.530313753,0.657261196,0.596106389,1.635999039,2.078695238,1.301069327,0.153168272,0,0,0,141.3,128.7666667,121.5666667,0.627817228,11.66966059,2010,0,3.604475727,20,50
4,0.419582062,0.594495413,0.586158977,1.285513043,1.148099631,1.014452502,0.349575013,0,0,0,141.9666667,127.1666667,119.9333333,0.544012442,10.53398597,2010,0,3.604475727,20,50
5,0.305285613,0.52692605,0.524177396,1.297700889,1.975006454,1.879828334,0.174829364,0,0,0,140.6333333,129.3666667,116.5,0.452568255,10.35707602,2010,0,3.604475727,20,50
6,0.300279981,0.530414263,0.529411765,1.618058726,2.009701163,1.250713885,0.131507836,0,0,0,142.8666667,127.1333333,116.7333333,0.450614403,11.85927069,2010,0,3.604475727,20,50
7,0.319158665,0.508483563,0.520803443,2.169638708,2.032078542,2.199426122,0.350077927,0,0,0,145.8,125.7333333,116.1666667,0.464920486,13.29151256,2010,0,3.604475727,20,50
8,0.375856732,0.592495408,0.571592539,2.501658276,2.969037034,1.571018659,0.284199804,0,0,0,150.7666667,127.0333333,116.1666667,0.538784393,21.05780732,2010,0,3.604475727,20,50
9,0.454565603,0.657254902,0.71815562,2.588652372,2.290196121,2.840057619,0.524519473,0,0,0,150.4,127.5,115.6666667,0.623121029,28.94864273,2010,0,3.604475727,20,50
10,0.51615074,0.785564854,0.738655945,3.029385343,4.867939308,2.306145847,0.437518731,0,0,0,148.6,127.4666667,116.0666667,0.726171996,37.55397003,2010,0,3.604475727,20,50
11,0.637821961,0.827423168,0.815270232,4.123361781,2.68452844,3.444380812,0.26218126,0,0,0,147.5333333,126.9,116.5666667,0.778519323,42.06362151,2010,0,3.604475727,20,50
12,0.698571105,0.831404524,0.779478458,3.063052826,3.264071465,1.655328751,0.349491328,0,0,0,146.9666667,126.7333333,117.6,0.809839605,41.22300621,2010,0,3.604475727,20,50
1,0.713091922,0.741324921,0.737120579,3.050139159,2.30283916,1.829573929,0.393177744,0,0,0,143.6,126.8,119.7,0.765288744,26.89893815,2011,0,3.604475727,20,50
2,0.640705882,0.723171383,0.715151515,2.14705877,3.31286718,1.809917361,0.414871994,0,0,0,141.6666667,124.8666667,121,0.725680325,19.18881431,2011,0,3.604475727,20,50
3,0.529481411,0.711193242,0.666204218,1.469334543,2.408922836,1.519145407,0.240246521,0,0,0,140.7666667,126.2666667,120.1333333,0.673472569,13.87664213,2011,0,3.604475727,20,50
4,0.402274343,0.65176223,0.601290685,1.556503192,1.920042038,1.331369273,0.218262281,0,0,0,140.7,126.7333333,118.8,0.573859242,11.1916061,2011,0,3.604475727,20,50
5,0.352695167,0.537157757,0.602545969,1.611291826,1.237288147,2.065063715,0.240304055,0,0,0,143.4666667,127.8333333,117.8333333,0.497232472,10.41719135,2011,0,3.604475727,20,50
6,0.321803435,0.501644321,0.576212471,1.044847369,1.846698672,1.053695157,0.283199048,0.087070614,0,0,139.7333333,131.7666667,115.4666667,0.465490798,11.7359821,2011,0,3.604475727,20,50
7,0.306933077,0.462373737,0.595265926,1.405873895,2.119949415,2.239918225,0.326028708,0,0,0,138.4666667,132,114.0666667,0.443248231,14.46913838,2011,0,3.604475727,20,50
8,0.314020029,0.572346441,0.585772834,1.827610932,3.470830217,0.747950822,0.304094259,0,0,0,139.8,129.7,113.8666667,0.50621118,17.96249362,2011,0,3.604475727,20,50
9,0.401154401,0.664110429,0.60670194,2.457912356,3.825409047,3.218694851,0.347888261,0,0,0,138.6,130.4,113.4,0.602364655,22.16461508,2011,0,3.604475727,20,50
10,0.498925245,0.736855737,0.70600174,3.312634304,3.497798607,2.22238335,0.348303229,0,0,0,139.5666667,128.7,114.9666667,0.685857322,33.21583744,2011,0,3.604475727,20,50
11,0.573910974,0.794366197,0.728659431,3.909783326,4.299615875,2.676738054,0.303516287,0,0,0,140.0333333,130.1666667,113.6333333,0.747819315,39.49951332,2011,0,3.604475727,20,50
12,0.650963597,0.789862455,0.704103025,3.300023764,2.97503829,2.623539984,0.474249933,0,0,0,140.1,130.8666667,111.3,0.764076754,36.93742897,2011,0,3.604475727,20,50
1,0.675219767,0.786231884,0.730576071,2.34141136,3.306159303,2.264401741,0.365688356,0,0,0,140.3,128.8,112.8333333,0.787057698,31.09998212,2012,0,3.604475727,20,50
2,0.657142857,0.742618239,0.751263001,3.188902095,3.338123746,1.843982153,0.407437881,0,0,0,141.1666667,127.5666667,112.1666667,0.751436782,22.63072302,2012,0,3.604475727,20,50
3,0.544385797,0.702744692,0.668148148,1.751439571,2.173744142,1.297777802,0.171391681,0,0,0,138.9333333,128.7333333,112.5,0.672078956,16.28569846,2012,0,3.604475727,20,50
4,0.488650232,0.627883397,0.622433799,1.514522858,2.220532358,1.41178225,0.214252174,0,0,0,136.5666667,131.5,112.0333333,0.602794094,13.24520292,2012,0,3.604475727,20,50
5,0.405246384,0.557812892,0.570445707,1.431723475,1.922498055,2.292850792,0.299953043,0,0,0,135.9666667,132.9,111.4333333,0.52050673,13.2422518,2012,0,3.604475727,20,50
6,0.409167672,0.582236842,0.549593006,2.113389552,2.308957465,1.100391895,0.213988386,0,0,0,138.1666667,131.7333333,110.5666667,0.536327817,12.38502277,2012,0,3.604475727,20,50
7,0.381091618,0.570140281,0.53785822,1.956627756,2.834418952,1.211161397,0.321850581,0,0,0,136.8,133.0666667,110.5,0.518901961,14.31878906,2012,0,3.604475727,20,50
8,0.421233718,0.58811832,0.563132817,1.614647314,1.905294567,2.391304269,0.215275735,0,0,0,135.6333333,134.1,111.9333333,0.545398394,19.03610409,2012,0,3.604475727,20,50
9,0.455746697,0.642945392,0.720296296,3.093991578,3.427229941,2.920000054,0.4755137,0.181999505,0,0,133.7,134.9,112.5,0.600870376,25.53195626,2012,0,3.604475727,20,50
10,0.501618123,0.727272727,0.739453357,2.271595784,3.391511813,2.385620922,0.49487149,0.090863831,0,0,133.9,132.7333333,112.2,0.678515256,35.92325513,2012,0,3.604475727,20,50
11,0.619795562,0.790632911,0.762241888,4.0039891,3.418987438,2.368731514,0.366227927,0,0,0,133.7,131.6666667,113,0.761919898,40.75211454,2012,0,3.604475727,20,50
12,0.642060936,0.826261612,0.767711963,2.983651266,3.115741864,2.861498259,0.281168526,0.090413675,0,0,134.5666667,132.7666667,114.8,0.80909379,38.57344503,2012,0,3.604475727,20,50
1,0.676296296,0.795029465,0.763948498,2.88395071,2.244427443,2.715307593,0.345480353,0,0,0,135,130.1,116.5,0.797754637,29.56988476,2013,0,3.604475727,20,50
2,0.638016941,0.760791367,0.692,3.000747286,2.719681464,2.08571434,0.367660133,0.090931736,0,0,133.8,129.7333333,116.6666667,0.761663948,23.08694317,2013,0,3.604475727,20,50
3,0.5475,0.649206349,0.676420934,1.825000048,1.158730119,1.848621234,0.215212256,0,0,0,133.3333333,126,118.4666667,0.6492328,15.21099478,2013,0,3.604475727,20,50
4,0.483143342,0.59511298,0.572200114,1.593499839,1.918024123,1.556281932,0.021495877,0,0,0,137.4333333,126.8666667,117.2666667,0.607644561,11.36662092,2013,0,3.604475727,20,50
5,0.350083752,0.574875426,0.571347518,1.04809767,2.010228127,1.139007077,0.344136715,0,0,0,139.3,127.1,117.5,0.532645494,9.699541815,2013,0,3.604475727,20,50
6,0.29739253,0.545017366,0.557065987,1.457599252,2.437883988,1.033701524,0.235815816,0,0,0,141.9,124.7666667,117.7,0.483697424,14.40519452,2013,0,3.604475727,20,50
7,0.31349481,0.542063492,0.599596425,1.515570939,2.414021082,1.999135219,0.23505649,0,0,0,144.5,126,115.6333333,0.495521902,16.9948238,2013,0,3.604475727,20,50
8,0.309748428,0.616214793,0.652173913,1.967654943,3.266648993,2.173912972,0.403479163,0,0,0,148.4,126.6333333,111.9333333,0.547773806,22.91622007,2013,0,3.604475727,20,50
9,0.407786429,0.693347469,0.686761587,2.760845467,3.385899737,2.432596192,0.381400198,0,0,0,149.8333333,125.7666667,110.0333333,0.63270952,28.02895757,2013,0,3.604475727,20,50
10,0.509829909,0.755826271,0.749922911,3.144466437,3.963188425,2.251002192,0.443242919,0.080627345,0,0,150.9,125.8666667,108.1,0.722652469,36.09506898,2013,0,3.604475727,20,50
11,0.552389303,0.809647979,0.795341615,3.120341934,3.235984385,2.720496833,0.296197534,0,0,0,152.0666667,127.8333333,107.3333333,0.759324195,38.5109066,2013,0,3.604475727,20,50
12,0.614646126,0.821959979,0.761698172,2.770707712,3.277321756,2.262163013,0.169442356,0.081491403,0,0,149.3,129.9333333,107.5666667,0.797476441,35.56693426,2013,0,3.604475727,20,50
1,0.621856221,0.757296871,0.722171671,3.493211642,2.591375202,1.549893826,0.233308155,0,0,0,149.7666667,126.7666667,109.9,0.760285066,23.90000829,2014,0,3.604475727,20,50
2,0.567983925,0.727440147,0.671669219,1.955793679,2.688766062,1.565084219,0.296782441,0,0,0,149.3,126.7,108.8333333,0.702308432,16.71150298,2014,0,3.604475727,20,50
3,0.486413654,0.618682191,0.594311377,1.475409821,2.41465997,0.98353292,0.2346581,0,0,0,148.4333333,125.9666667,111.3333333,0.623221216,13.09414408,2014,0,3.604475727,20,50
4,0.42537654,0.587546567,0.547675103,1.915791914,2.719531745,1.396409698,0.298882842,0,0,0,146.0666667,125.2666667,113.2666667,0.552083333,10.80963406,2014,0,3.604475727,20,50
5,0.365241005,0.582542194,0.521906454,1.486761734,2.406381816,1.080521047,0.191936899,0,0,0,147.3,126.4,112.6,0.531184189,13.26224138,2014,0,3.604475727,20,50
6,0.323536011,0.606068672,0.538369663,1.310298443,2.331647515,1.634816341,0.149040421,0,0,0,148.5666667,125.2333333,111.6333333,0.521556596,12.94402138,2014,0,3.604475727,20,50
7,0.335698448,0.580303852,0.560960961,1.861419007,2.376560032,2.082582615,0.275823975,0.080931261,0,0,150.3333333,122.8666667,111,0.510704363,16.92284459,2014,0,3.604475727,20,50
8,0.381971466,0.58562483,0.626213592,2.603761286,2.48434525,1.439623758,0.297231279,0.078901857,0,0,154.2,122.4333333,109.8666667,0.537947883,19.48706414,2014,0,3.604475727,20,50
9,0.453004292,0.641163793,0.665545705,2.74141632,2.949892133,2.678080022,0.488166556,0,0,0,155.3333333,123.7333333,109.0333333,0.605691057,24.61181602,2014,0,3.604475727,20,50
10,0.490102241,0.719441517,0.694743314,3.175984323,3.846153915,2.356286511,0.339396745,0.158799216,0,0,153.2333333,126.5333333,108.4333333,0.667043071,34.67501028,2014,0,3.604475727,20,50
11,0.602257924,0.786367198,0.808366656,3.24902305,3.145729937,2.020916685,0.296506912,0.079244465,0.09532515,0,153.5333333,127.6333333,108.3666667,0.749277225,36.47470531,2014,0,3.604475727,20,50
12,0.65051458,0.806749275,0.753002772,3.286878258,3.752965942,2.473051995,0.422722809,0,0,0,155.4666667,126.4333333,108.2333333,0.7951769,36.53726643,2014,0,3.604475727,20,50
1,0.631869298,0.811445148,0.721265268,2.168470234,2.117615998,1.600375831,0.463679403,0,0,0,157.1,126.4,106.4333333,0.806054872,25.57376124,2015,0,3.604475727,20,50
2,0.564783347,0.75501471,0.673288509,2.170773149,2.635731429,2.342603892,0.359127216,0,0,0,156.9333333,124.6333333,109.0666667,0.742028521,19.54992319,2015,0,3.604475727,20,50
3,0.480457784,0.656997045,0.689603813,1.733966678,1.764705911,1.957104519,0.211116895,0,0,0,154.3666667,124.1,111.9,0.642637789,12.79962948,2015,0,3.604475727,20,50
4,0.413067072,0.560374833,0.622488756,1.505317964,1.172690749,1.313343287,0.295153931,0,0,0,153.5666667,124.5,111.1666667,0.534801479,10.78849747,2015,0,3.604475727,20,50
5,0.369777008,0.525175961,0.570459906,2.133578651,1.778559789,2.044516571,0.254577152,0,0,0,153.9666667,123.1333333,113.0666667,0.497276514,11.06023728,2015,0,3.604475727,20,50
6,0.389675452,0.445709746,0.512889688,1.431060836,2.029925779,1.531774566,0.16946201,0,0,0,153.0333333,125.8666667,111.2,0.460056836,12.85393121,2015,0,3.604475727,20,50
7,0.328695652,0.516036506,0.576407507,1.82500001,2.474576294,1.957104519,0.149014344,0,0,0,153.3333333,127.8333333,111.9,0.476317024,14.70704167,2015,0,3.604475727,20,50
8,0.365656566,0.544757033,0.532885121,2.375982001,3.267263323,1.813797079,0.236566106,0.081930414,0,0,148.5,130.3333333,114.0333333,0.510548523,21.71137648,2015,0,3.604475727,20,50
9,0.419045495,0.650655022,0.65625,2.116413936,3.094014801,2.878212713,0.432566963,0,0,0,149.4666667,129.7666667,114.1333333,0.599503645,23.93101034,2015,0,3.604475727,20,50
10,0.492003554,0.731562661,0.682414698,3.486228429,3.105982482,2.341790646,0.216835979,0,0,0,150.0666667,129.2666667,114.3,0.668209877,32.38149275,2015,0,3.604475727,20,50
11,0.553312857,0.794499222,0.785187371,2.722685382,3.977685437,2.907937355,0.368818343,0,0,0,151.9333333,128.4666667,112.9666667,0.753977968,37.65367445,2015,0,3.604475727,20,50
12,0.6016066,0.782337662,0.744988208,3.24902305,2.938961074,1.506485894,0.238024663,0,0,0,153.5333333,128.3333333,113.0666667,0.764813964,38.59035732,2015,0,3.604475727,20,50
1,0.611911827,0.77321238,0.73960164,2.785078436,3.700640351,2.352079615,0.497805959,0.07736329,0,0,157.2666667,124.9333333,113.8,0.745541205,27.04772052,2016,0,3.604475727,20,50
2,0.529668957,0.777777778,0.730940374,1.671871766,2.345381498,2.0572531,0.193965521,0,0,0,160.1,124.5,112.3666667,0.700784978,19.84244015,2016,0,3.604475727,20,50
3,0.515303983,0.713205509,0.706971362,3.519916043,2.069943331,1.900491804,0.25848332,0,0,0,159,123.4333333,115.2333333,0.67194781,14.2198218,2016,0,3.604475727,20,50
4,0.506133672,0.661960358,0.657872096,1.698392525,2.378495872,1.151419535,0.151749121,0,0,0,157.6,122.7666667,116.2333333,0.633114856,13.5151711,2016,0,3.604475727,20,50
5,0.438317958,0.564554932,0.576034237,2.114353046,1.853782475,1.145506382,0.19593225,0,0,0,155.3666667,124.7,116.8333333,0.537313433,12.73018705,2016,0,3.604475727,20,50
6,0.405870021,0.577857537,0.567209495,1.836477935,2.92241849,2.115650006,0.196459539,0,0,0,159,120.7333333,120.7666667,0.535195707,13.32476798,2016,0,3.604475727,20,50
7,0.394204711,0.562025316,0.607024336,1.902230643,2.566807345,1.211283177,0.284831025,0.076089226,0,0,159.9,118.5,120.5333333,0.538716291,16.57748854,2016,0,3.604475727,20,50
8,0.417863835,0.643378227,0.647851727,1.89985428,3.174803652,2.254984573,0.219113939,0,0,0,160.1,118.8,118.7,0.590212173,22.31831383,2016,0,3.604475727,20,50
9,0.451679801,0.700396825,0.729294052,2.725010365,2.793367267,2.231795505,0.241184594,0.151389465,0,0,160.7333333,117.6,119.9333333,0.636405887,26.59978067,2016,0,3.604475727,20,50
10,0.501027961,0.706162465,0.69393512,2.476356804,3.57843142,2.265162244,0.393413175,0,0,0,162.1333333,119,118.1666667,0.661405138,34.37613872,2016,0,3.604475727,20,50
11,0.530209618,0.796704831,0.752167832,3.150431648,3.975146502,2.041957974,0.240390375,0.075010277,0,0,162.2,119.3666667,119.1666667,0.722222222,32.30222205,2016,0,3.604475727,20,50
12,0.636493374,0.7744849,0.67827529,3.72069329,4.017781645,2.421227217,0.458844664,0,0,0,163.5,118.1,120.6,0.757178527,34.5724997,2016,0,3.604475727,20,50
1,0.615928846,0.755987602,0.7115277,2.213462815,3.393913709,2.348908849,0.306097992,0,0,0,164.9,118.3,119.1333333,0.731412639,29.40119294,2017,0,3.604475727,20,50
2,0.627624537,0.740183793,0.700506187,2.704816818,1.829573929,1.642294765,0.240174666,0,0,0,161.9333333,119.7,118.5333333,0.722608561,19.90181965,2017,0,3.604475727,20,50
3,0.576084742,0.646444695,0.671766342,2.15624354,1.33888261,1.015299037,0.370868459,0.074353226,0.10299097,0,163.6333333,118.1333333,119.8333333,0.664940364,13.87549203,2017,0,3.604475727,20,50
4,0.486173241,0.588716502,0.55385037,1.855429076,1.853314564,1.500411071,0.218785591,0.074217163,0,0,163.9333333,118.1666667,121.6333333,0.602247547,10.92623938,2017,0,3.604475727,20,50
5,0.459852519,0.494171169,0.50970741,1.794346511,1.452942863,0.898277298,0.153860057,0,0,0,162.7333333,117.2333333,121.9,0.527307266,11.6660045,2017,0,3.604475727,20,50
6,0.400166044,0.48002251,0.5110011,1.51515156,2.670230672,1.305005521,0.242042432,0.075757578,0,0,160.6,118.4666667,121.2,0.479709458,11.32176236,2017,0,3.604475727,20,50
