month,PfPR U5,PfPR U15,PfPR U80,Cases U5,Cases U15,Cases U80,Severe cases U5,Severe cases U15,Severe cases U80,Pop U5,Pop U15,Pop U80,PfPR_2to10,PfPR_16to80,annualeir,year,Run_Number,x_Temporary_Larval_Habitat,scale_temp_rain,scale_water_veg
1,0,0.004087193,0,0,0.082879201,0,0,0,0,144.7666667,146.8,132.0333333,0.002473887,0.002473887,0,1960,0,3.604475727,20,50
2,0,0.004547522,0,0,0,0,0,0,0,147.9333333,146.6,127.4333333,0.002699055,0.002699055,0.097479602,1960,0,3.604475727,20,50
3,0,0.005367927,0.002130493,0,0,0,0,0,0,148.5666667,149.0333333,125.1666667,0.003213712,0.003213712,0.134028512,1960,0,3.604475727,20,50
4,0.006164384,0.030037273,0.020462397,0.250000007,0.640210509,0.775976598,0,0,0,146,152.0333333,125.4333333,0.020808323,0.020808323,9.725509414,1960,0,3.604475727,20,50
5,0.093505297,0.220689655,0.225712777,1.429064937,3.166852154,2.697993577,0,0,0.096356913,144.7333333,149.8333333,126.2666667,0.172180043,0.172180043,31.42296306,1960,0,3.604475727,20,50
6,0.313186813,0.447475203,0.527617044,4.094551221,3.044409439,4.992109299,0,0,0,145.6,147.8666667,126.7333333,0.417721519,0.417721519,98.24897169,1960,0,3.604475727,20,50
7,0.531929825,0.655638082,0.735667964,2.817543782,2.711005971,2.083009094,0.170760229,0,0,142.5,148.1,128.5,0.627949183,0.627949183,87.12883444,1960,0,3.604475727,20,50
8,0.587912088,0.66107078,0.785424073,1.133540347,1.656079888,1.390299685,0,0,0,139.5333333,146.9333333,131.2666667,0.658508983,0.658508983,62.58933786,1960,0,3.604475727,20,50
9,0.505122707,0.607077626,0.707934867,1.391470075,1.666666716,1.509433985,0,0,0,139.9,146,128.9666667,0.591220068,0.591220068,38.39079961,1960,0,3.604475727,20,50
10,0.440421961,0.556447912,0.641876134,2.537760749,2.763882592,2.553770497,0,0,0,139.0333333,145.2666667,128.6333333,0.542787286,0.542787286,99.59514754,1960,0,3.604475727,20,50
11,0.533317296,0.607142857,0.659253376,4.126774207,4.31702245,3.768864043,0.087803707,0,0,138.5666667,143.7333333,125.9,0.624799884,0.624799884,183.4677503,1960,0,3.604475727,20,50
12,0.631751996,0.723922114,0.773529412,3.171676762,2.961288728,3.513368994,0,0,0.097593583,141.9333333,143.8,124.6666667,0.723672759,0.723672759,151.3385972,1960,0,3.604475727,20,50
1,0.644706426,0.730504587,0.801142546,2.446833126,3.516055003,3.177366734,0.084373556,0,0,144.2,145.3333333,122.5333333,0.726936219,0.726936219,141.5848691,1961,0,3.604475727,20,50
2,0.608666062,0.727230698,0.750135355,2.484119833,2.531206682,2.074986421,0,0,0,146.9333333,144.2,123.1333333,0.694980147,0.694980147,70.31275055,1961,0,3.604475727,20,50
3,0.558441558,0.67938049,0.733930024,2.744360827,2.531206682,2.672904834,0,0,0,146.3,144.2,122.9,0.658147416,0.658147416,77.73240243,1961,0,3.604475727,20,50
4,0.551181102,0.651964163,0.719183673,1.888638876,2.683207035,2.780952334,0,0,0,148.1666667,145.1,122.5,0.655079836,0.655079836,59.44726649,1961,0,3.604475727,20,50
5,0.493277496,0.646857143,0.700385888,2.896186799,3.086857058,2.51515992,0,0,0,151.2333333,145.8333333,120.9333333,0.607212476,0.607212476,66.74145333,1961,0,3.604475727,20,50
6,0.515245938,0.62814412,0.712197864,2.030937001,2.398595124,3.693086118,0,0,0,149.7666667,147.1,118.6,0.599219621,0.599219621,84.22056091,1961,0,3.604475727,20,50
7,0.558170222,0.627023223,0.732895457,3.050362766,2.82547503,3.096606433,0.080272704,0,0,151.5666667,142.1,121.8,0.605663567,0.605663567,104.2977323,1961,0,3.604475727,20,50
8,0.587966985,0.646764986,0.734836286,2.933318794,3.559705183,2.742887795,0.079278886,0,0,153.4666667,140.1333333,124.2,0.64166194,0.64166194,132.5197731,1961,0,3.604475727,20,50
9,0.631365864,0.726419521,0.770992366,3.111016452,2.911778435,3.880861491,0.077775411,0,0,156.4333333,142.0666667,122.2666667,0.730127298,0.730127298,168.2500557,1961,0,3.604475727,20,50
10,0.661995754,0.753490611,0.782937365,3.48726131,3.954020329,3.054805614,0.077494696,0.087867118,0,157,138.4666667,123.4666667,0.743962047,0.743962047,156.4699112,1961,0,3.604475727,20,50
11,0.668330801,0.763451285,0.759915944,2.852181405,3.096219115,2.588652425,0,0,0,153.5666667,137.5333333,126.9,0.746195101,0.746195101,121.444768,1961,0,3.604475727,20,50
12,0.647455415,0.723326867,0.781514831,2.460852467,2.566682808,3.866525292,0.079382338,0,0,153.2666667,137.4666667,125.8666667,0.699421129,0.699421129,116.9972804,1961,0,3.604475727,20,50
1,0.64185022,0.695683282,0.790810811,3.135462463,3.22084415,3.058107994,0,0,0,151.3333333,139.7666667,123.3333333,0.685281385,0.685281385,102.9646767,1962,0,3.604475727,20,50
2,0.614447346,0.681525626,0.761930586,2.938424781,2.958283633,2.276301511,0.079416886,0,0,153.2,139.8333333,122.9333333,0.672249495,0.672249495,78.20662196,1962,0,3.604475727,20,50
3,0.595437917,0.694822238,0.705549569,2.827630609,3.570746839,3.146551609,0,0,0,154.9,139.7,123.7333333,0.678591954,0.678591954,77.71873907,1962,0,3.604475727,20,50
4,0.588184562,0.721928983,0.701496526,2.439629048,2.364443421,2.731159806,0,0,0,154.6,138.9333333,124.7333333,0.699108578,0.699108578,62.13083887,1962,0,3.604475727,20,50
5,0.509857961,0.674224344,0.683760684,2.166631281,2.090692163,2.924679592,0,0,0.09748932,157.2333333,139.6666667,124.8,0.6517053,0.6517053,64.05355367,1962,0,3.604475727,20,50
6,0.489662447,0.601754814,0.725464191,2.079113849,3.024616167,4.550398029,0,0,0,158,136.7666667,125.6666667,0.597348428,0.597348428,68.26194791,1962,0,3.604475727,20,50
7,0.465186463,0.598735409,0.739153027,2.517784119,2.219114825,3.034554482,0,0,0,154.6333333,137.0666667,128.3,0.569521524,0.569521524,89.85866498,1962,0,3.604475727,20,50
8,0.52732358,0.588492353,0.760486794,2.669965491,3.278708421,4.347488284,0.078528397,0,0,154.9333333,137.3,128.7333333,0.588580015,0.588580015,97.22254486,1962,0,3.604475727,20,50
9,0.539632213,0.686163677,0.765086765,3.086028397,4.485131428,3.592333704,0,0,0,157.7,135.6333333,128.7,0.665368484,0.665368484,147.4246568,1962,0,3.604475727,20,50
10,0.646544369,0.709090909,0.792163092,4.360068083,2.47757569,3.865501583,0,0,0,156.2666667,137.5,125.9,0.722015757,0.722015757,140.741248,1962,0,3.604475727,20,50
11,0.691527572,0.736993527,0.779332616,3.161842354,3.23783268,3.04494074,0.077118106,0,0,157.7666667,139.0333333,123.8666667,0.736086702,0.736086702,148.7697884,1962,0,3.604475727,20,50
12,0.70226399,0.761790759,0.788518819,3.508116156,3.582714997,3.854589656,0.077958137,0,0,156.0666667,139.2333333,123.1,0.754864387,0.754864387,174.3447589,1962,0,3.604475727,20,50
1,0.713012478,0.748779921,0.773136773,3.009135343,2.544736192,1.992902011,0,0,0,149.6,143.4333333,122.1,0.756832619,0.756832619,93.62128259,1963,0,3.604475727,20,50
2,0.652581087,0.703883495,0.723623542,2.334399223,2.36245957,2.870897785,0,0,0,145.9333333,144.2,122.9,0.700191712,0.700191712,93.88024208,1963,0,3.604475727,20,50
3,0.594458438,0.63368669,0.727173617,2.173116475,3.267373279,2.984464467,0.083581403,0,0,145.5666667,141.5,122.3,0.632850962,0.632850962,59.72199835,1963,0,3.604475727,20,50
4,0.486021998,0.64221486,0.673661555,1.840054959,3.28206335,1.865751885,0.083638862,0,0,145.4666667,140.8666667,123.9,0.60378492,0.60378492,55.95778177,1963,0,3.604475727,20,50
5,0.494883721,0.644343459,0.630980703,2.54651159,2.793590069,3.087496758,0,0,0,143.3333333,139.3666667,126.1,0.619822262,0.619822262,63.59158924,1963,0,3.604475727,20,50
6,0.493685688,0.680761622,0.66232073,2.475444265,3.520029545,3.711864442,0,0,0.095176011,142.5333333,134.8,127.8333333,0.624152989,0.624152989,74.23616954,1963,0,3.604475727,20,50
7,0.516062414,0.696186332,0.74916129,2.763882592,2.709239818,4.332903206,0.083754018,0,0,145.2666667,130.2333333,129.1666667,0.635424696,0.635424696,82.37297798,1963,0,3.604475727,20,50
8,0.570488082,0.659090909,0.745002563,2.485811636,2.669801384,3.461045533,0.082860388,0,0,146.8333333,127.6,130.0666667,0.644323484,0.644323484,96.98703751,1963,0,3.604475727,20,50
9,0.613477575,0.670073375,0.765946502,4.524453543,2.96514684,3.379629761,0.082262792,0,0,147.9,127.2,129.6,0.679178251,0.679178251,145.7140382,1963,0,3.604475727,20,50
10,0.648751968,0.683163132,0.778461538,3.693501391,3.727415599,3.650000073,0,0,0,148.2333333,127.3,130,0.677089783,0.677089783,186.4076882,1963,0,3.604475727,20,50
11,0.718679331,0.766389178,0.799379524,3.38421537,3.703173704,3.491468363,0.082541838,0,0,147.4,128.1333333,128.9333333,0.752334303,0.752334303,143.5491076,1963,0,3.604475727,20,50
12,0.710987791,0.734485467,0.786615187,2.835737988,3.345116563,3.1943371,0.081021085,0,0,150.1666667,127.3,129.5,0.738688126,0.738688126,110.5796743,1963,0,3.604475727,20,50
1,0.641420912,0.702926703,0.728238342,2.120196611,3.214193314,2.269430101,0.081546023,0,0,149.2,128.7,128.6666667,0.694173276,0.694173276,80.96385595,1964,0,3.604475727,20,50
2,0.58022177,0.63451122,0.74180865,3.056121342,2.918493614,2.58322417,0.165195748,0,0,147.3,129.2333333,127.1666667,0.630201241,0.630201241,78.61862821,1964,0,3.604475727,20,50
3,0.543651698,0.626512227,0.702278083,2.246409863,2.536679462,2.962817527,0,0,0,146.2333333,129.5,127.3,0.612390185,0.612390185,63.17289984,1964,0,3.604475727,20,50
4,0.545577009,0.636316472,0.715378528,1.966771424,2.46173802,2.503297269,0,0,0,148.4666667,128.5,126.3666667,0.619936277,0.619936277,71.85083809,1964,0,3.604475727,20,50
5,0.55352771,0.628924344,0.731323372,2.762074322,3.193515077,3.798025623,0,0,0,149.7666667,129.5333333,124.9333333,0.628549849,0.628549849,61.68255628,1964,0,3.604475727,20,50
6,0.501093135,0.628165375,0.744350667,2.074770421,2.923772618,2.88184049,0,0,0,152.4666667,129,122.4333333,0.587691849,0.587691849,76.9570533,1964,0,3.604475727,20,50
7,0.517165493,0.670560748,0.712849769,3.052376896,3.695482828,2.28063032,0.080325708,0,0,151.4666667,128.4,122.7,0.633583208,0.633583208,76.52010873,1964,0,3.604475727,20,50
8,0.556237667,0.70609788,0.733580508,3.361105174,3.438890219,3.963188425,0,0,0,152.0333333,127.3666667,125.8666667,0.677692192,0.677692192,118.9765629,1964,0,3.604475727,20,50
9,0.59713614,0.720031546,0.782734952,2.730284296,2.206887528,3.276135057,0,0,0,155.9666667,126.8,126.2666667,0.712528474,0.712528474,110.1498452,1964,0,3.604475727,20,50
10,0.639556764,0.708144192,0.742141716,4.883964062,2.923898622,3.403036781,0.152623877,0,0,159.4333333,124.8333333,125.1333333,0.72809575,0.72809575,181.1909043,1964,0,3.604475727,20,50
11,0.733780761,0.733864542,0.798996302,3.488916121,3.199203283,4.241943896,0.148464516,0,0,163.9,125.5,126.2,0.773384615,0.773384615,145.5589401,1964,0,3.604475727,20,50
12,0.725982308,0.732353713,0.783569869,3.604196548,3.256363198,3.088155083,0.150174856,0,0,162.0333333,127.0333333,122.1333333,0.751226994,0.751226994,118.2014118,1964,0,3.604475727,20,50
1,0.719200659,0.68803978,0.769577465,3.007828593,3.056791306,2.981690161,0,0,0,161.8,127.3666667,118.3333333,0.709245742,0.709245742,112.0513303,1965,0,3.604475727,20,50
2,0.665422112,0.697269181,0.756519274,2.725575507,2.75292594,2.069160938,0,0,0,160.7,128.1666667,117.6,0.702390014,0.702390014,67.4826711,1965,0,3.604475727,20,50
3,0.595619208,0.630215082,0.714325607,2.383108638,2.27001822,2.446244001,0,0,0,158.2666667,128.6333333,119.3666667,0.651287554,0.651287554,60.80226982,1965,0,3.604475727,20,50
4,0.569424386,0.636025505,0.689502762,2.786259636,2.81216801,2.823204428,0,0,0,161.5666667,125.4666667,120.6666667,0.641523868,0.641523868,49.38315819,1965,0,3.604475727,20,50
5,0.529506546,0.598041882,0.691197283,1.617321268,1.786782637,2.272855982,0,0,0,165.5,122.5666667,117.7666667,0.604278898,0.604278898,63.68980629,1965,0,3.604475727,20,50
6,0.513409962,0.57904814,0.685153091,3.017745472,1.996717751,2.108607739,0,0,0,165.3,121.8666667,115.4,0.57538888,0.57538888,76.55867351,1965,0,3.604475727,20,50
7,0.540004051,0.577667219,0.704150721,2.513672277,2.723880619,3.330880277,0.073931538,0,0,164.5666667,120.6,113.2333333,0.593494682,0.593494682,76.57722311,1965,0,3.604475727,20,50
8,0.58515641,0.60162374,0.713263785,2.98507452,2.758958481,3.481371164,0.074626863,0,0,163.0333333,119.0666667,111.8333333,0.62032419,0.62032419,94.70589646,1965,0,3.604475727,20,50
9,0.612849741,0.660372119,0.743796712,3.025906682,3.243543386,3.055306494,0,0,0,160.8333333,120.0333333,111.5,0.665424045,0.665424045,98.17974994,1965,0,3.604475727,20,50
10,0.6274068,0.651734499,0.739545998,2.990577519,3.688882776,1.85334523,0.074764438,0,0,162.7333333,122.0333333,111.6,0.669748806,0.669748806,148.3756419,1965,0,3.604475727,20,50
11,0.696205171,0.717675287,0.781240635,3.881359488,2.821914136,3.609529406,0,0,0,159.8666667,125.0333333,111.2333333,0.745496536,0.745496536,159.0667814,1965,0,3.604475727,20,50
12,0.72009123,0.721884096,0.727135981,2.875803575,2.897591963,2.635379076,0,0,0.109807462,160.7666667,125.9666667,110.8,0.760673298,0.760673298,129.3280023,1965,0,3.604475727,20,50
1,0.706435437,0.71658448,0.774183976,3.660677075,2.273553014,3.249258175,0,0,0,159.5333333,128.4333333,112.3333333,0.735075194,0.735075194,72.04736749,1966,0,3.604475727,20,50
2,0.617427386,0.652618135,0.709638914,2.650415041,1.864623278,2.069531538,0.075726144,0,0,160.6666667,130.5,111.7,0.657014254,0.657014254,74.01389017,1966,0,3.604475727,20,50
3,0.521392016,0.595115681,0.699049317,1.942681715,1.782776311,2.494058236,0,0,0,162.8333333,129.6666667,112.2,0.594984232,0.594984232,43.66789532,1966,0,3.604475727,20,50
4,0.44784282,0.564036885,0.621709553,1.922219977,1.96337083,1.619343348,0,0,0,164.5666667,130.1333333,112.7,0.533951541,0.533951541,49.53546492,1966,0,3.604475727,20,50
5,0.408952187,0.588514357,0.624304539,2.302136339,2.278402075,2.885797866,0,0,0,163.8333333,133.5,113.8333333,0.544424831,0.544424831,70.78720188,1966,0,3.604475727,20,50
6,0.445484811,0.578576633,0.677745665,2.050561801,2.305076554,2.215317987,0.075946733,0,0,160.2,137.2333333,115.3333333,0.561411087,0.561411087,52.041276,1966,0,3.604475727,20,50
7,0.426001635,0.617403986,0.691259259,2.163736738,3.46013613,2.703703754,0.074611612,0,0,163.0666667,137.1333333,112.5,0.572079772,0.572079772,84.64223081,1966,0,3.604475727,20,50
8,0.505707991,0.690890991,0.692261548,3.216502964,3.179442398,2.846430629,0,0,0,166.4333333,133.9333333,111.1333333,0.633937351,0.633937351,90.36765944,1966,0,3.604475727,20,50
9,0.565646395,0.704310562,0.695229682,2.792992353,3.496344849,3.116902195,0.073499799,0,0,165.5333333,132.2333333,113.2,0.67604833,0.67604833,131.0929736,1966,0,3.604475727,20,50
10,0.6794,0.739393939,0.733554617,4.598999932,2.765151411,2.533192486,0,0,0,166.6666667,132,110.4666667,0.736842105,0.736842105,131.8541604,1966,0,3.604475727,20,50
11,0.711119905,0.710417741,0.747496206,2.672141016,2.353017032,2.769347467,0,0,0,168.4666667,129.2666667,109.8333333,0.74634217,0.74634217,115.8103435,1966,0,3.604475727,20,50
12,0.691079625,0.701415701,0.756756757,3.641987592,2.818532735,3.069069117,0,0,0,167.0333333,129.5,111,0.738063951,0.738063951,109.389505,1966,0,3.604475727,20,50
1,0.648181636,0.647869023,0.709053619,2.053445905,2.181652732,1.92499271,0,0,0,165.9,128.2666667,113.7666667,0.684064327,0.684064327,76.59530288,1967,0,3.604475727,20,50
2,0.589173904,0.605236401,0.688410017,1.843062043,2.226741314,1.913220763,0.073722482,0,0,165.0333333,131.1333333,114.4666667,0.60866405,0.60866405,54.76981435,1967,0,3.604475727,20,50
3,0.521438732,0.589393939,0.652046784,1.780125976,3.041666552,2.347953275,0,0,0,164.0333333,132,114,0.563768116,0.563768116,58.96661509,1967,0,3.604475727,20,50
4,0.477471967,0.634868421,0.641470588,2.30682984,3.232540451,2.89852944,0.074413866,0,0,163.5,131.7333333,113.3333333,0.583501878,0.583501878,49.04307521,1967,0,3.604475727,20,50
5,0.44426263,0.595793208,0.598056537,1.717120096,1.757475957,1.504711404,0,0,0,162.9666667,131.5333333,113.2,0.561449275,0.561449275,42.52863825,1967,0,3.604475727,20,50
6,0.468312757,0.617290067,0.541032528,2.027777776,2.441169217,1.851686113,0,0,0,162,134.5666667,111.7,0.59231327,0.59231327,55.00969627,1967,0,3.604475727,20,50
7,0.503572158,0.592388583,0.596970597,2.980200052,2.832999423,3.360558279,0,0,0,163.3,133.1333333,112.2333333,0.594960403,0.594960403,80.87209012,1967,0,3.604475727,20,50
8,0.564002466,0.665754787,0.641777778,2.999794483,2.269336022,2.487407453,0,0,0,162.2333333,134.0333333,112.5,0.660066484,0.660066484,77.71786454,1967,0,3.604475727,20,50
9,0.576737646,0.684355444,0.660879976,1.979710646,2.101376712,1.747979641,0,0,0,165.9333333,133.1666667,111.3666667,0.683014526,0.683014526,78.33838421,1967,0,3.604475727,20,50
10,0.557591113,0.668264379,0.685798817,2.560904235,2.670282535,2.26775144,0,0,0,171.0333333,132.1333333,112.6666667,0.676942931,0.676942931,115.2470829,1967,0,3.604475727,20,50
11,0.619672131,0.776649746,0.709149372,3.801350132,4.631979764,2.774042591,0,0,0,172.8333333,131.3333333,114.0333333,0.763565891,0.763565891,112.998168,1967,0,3.604475727,20,50
12,0.649415373,0.818135246,0.713160198,2.938470438,3.365778565,2.556171656,0.069963582,0,0,173.9,130.1333333,114.2333333,0.786510432,0.786510432,95.09362927,1967,0,3.604475727,20,50
1,0.611399961,0.749349297,0.699267193,1.686886132,2.090057343,2.263246924,0,0,0,173.1,128.0666667,118.2666667,0.731268012,0.731268012,63.22300182,1968,0,3.604475727,20,50
2,0.56091954,0.67540107,0.637301366,2.727011472,2.635026745,1.628101468,0.139846742,0,0,174,124.6666667,119.5666667,0.657909931,0.657909931,74.95623733,1968,0,3.604475727,20,50
3,0.547368421,0.667913438,0.644375177,2.538533799,2.340368629,2.585718408,0,0,0,177.3333333,124.7666667,117.6333333,0.640609283,0.640609283,40.30544714,1968,0,3.604475727,20,50
4,0.489114114,0.585896076,0.627339762,1.027590036,1.257953383,1.035167351,0,0,0,177.6,125.7333333,117.5333333,0.573431525,0.573431525,33.29841539,1968,0,3.604475727,20,50
5,0.405813304,0.484341826,0.534970026,1.768213183,1.743630588,1.87553519,0,0,0,178.9,125.6,116.7666667,0.468302945,0.468302945,36.64503657,1968,0,3.604475727,20,50
6,0.36969697,0.528410579,0.567911961,2.145087242,2.771668009,2.325514108,0.067033976,0,0,181.5,127.3,115.1,0.466713483,0.466713483,58.37115425,1968,0,3.604475727,20,50
7,0.413071182,0.598305955,0.557957958,2.52503176,2.342145704,1.534534559,0,0,0,183.1,129.8666667,111,0.538891216,0.538891216,60.8671389,1968,0,3.604475727,20,50
8,0.470053476,0.633170982,0.619705341,3.70855616,3.555498675,2.352670357,0,0,0,187,130.0333333,108.6,0.583609272,0.583609272,79.84988304,1968,0,3.604475727,20,50
9,0.60297012,0.697845374,0.656877898,2.87350139,2.220532358,1.918083496,0,0,0,186.3,131.5,107.8333333,0.684290447,0.684290447,69.66688123,1968,0,3.604475727,20,50
10,0.601860295,0.682158921,0.616583541,2.329928838,2.462518729,2.16178304,0,0,0,182.7666667,133.4,106.9333333,0.677200277,0.677200277,92.27235083,1968,0,3.604475727,20,50
11,0.610218451,0.693673418,0.699783349,2.965336628,3.377094194,2.259362489,0,0,0,184.6333333,133.3,107.7,0.696724681,0.696724681,90.21381921,1968,0,3.604475727,20,50
12,0.63071364,0.749874182,0.68248517,3.297199681,2.479869068,1.481423698,0,0,0,184.5,132.4666667,106.7666667,0.734123157,0.734123157,102.6600862,1968,0,3.604475727,20,50
1,0.65393053,0.757150153,0.697332107,2.869287163,2.609805852,1.790861726,0,0,0,182.3333333,130.5333333,108.7,0.754875824,0.754875824,61.53445079,1969,0,3.604475727,20,50
2,0.605195756,0.741383712,0.663411657,2.537504703,2.236405492,2.227647305,0,0,0,182.2,130.5666667,109.2333333,0.726478873,0.726478873,61.30358913,1969,0,3.604475727,20,50
3,0.527752167,0.636271014,0.665449011,1.480730295,1.580489092,1.888888903,0,0,0,180.7666667,130.8666667,109.5,0.626836435,0.626836435,34.47397222,1969,0,3.604475727,20,50
4,0.433516484,0.541277455,0.53323124,1.470696047,1.750820465,0.782542109,0,0,0,182,132.0333333,108.8333333,0.536223854,0.536223854,43.38328944,1969,0,3.604475727,20,50
5,0.376328052,0.558772581,0.596259963,2.177073717,2.70972535,2.34978535,0,0,0,178.8333333,134.7,108.7333333,0.5131288,0.5131288,60.57002411,1969,0,3.604475727,20,50
6,0.432566102,0.654956689,0.654283083,2.846680753,3.425168328,2.353392743,0,0,0.112066321,175.2333333,138.5333333,108.5666667,0.591897771,0.591897771,46.55026176,1969,0,3.604475727,20,50
7,0.491438693,0.575442739,0.588217245,2.22692392,1.206611603,1.679963171,0.071836255,0,0,169.3666667,141.1666667,108.6333333,0.564088769,0.564088769,45.50348116,1969,0,3.604475727,20,50
8,0.491386218,0.603487838,0.642857143,2.559094578,2.680128574,2.031539842,0,0,0,166.4,145.2666667,107.8,0.587983407,0.587983407,58.08440003,1969,0,3.604475727,20,50
9,0.496267191,0.607597869,0.603400309,2.294695377,2.705582619,1.353941292,0,0,0,169.6666667,143.9,107.8333333,0.599067288,0.599067288,63.304009,1969,0,3.604475727,20,50
10,0.533204259,0.668133395,0.616848674,2.75605043,3.296665192,2.163806513,0,0,0,172.1666667,143.9333333,106.8333333,0.657301882,0.657301882,67.40613925,1969,0,3.604475727,20,50
11,0.550625711,0.751535191,0.648615002,3.252749205,3.534482822,2.272019982,0.06920743,0,0,175.8,141.1333333,107.1,0.707899653,0.707899653,97.87346671,1969,0,3.604475727,20,50
12,0.596825997,0.807581574,0.677319268,3.034196228,3.6780231,1.92522496,0,0,0,176.4333333,138.9333333,107.4333333,0.753944054,0.753944054,89.19103289,1969,0,3.604475727,20,50
1,0.638910061,0.785092876,0.637362637,2.990663141,3.261227265,2.291993648,0.069550306,0,0,174.9333333,141.7666667,106.1666667,0.759737705,0.759737705,94.31885386,1970,0,3.604475727,20,50
2,0.621694136,0.734349734,0.660300564,2.58815632,2.866712853,1.485597968,0,0,0,173.9333333,144.3,106.4666667,0.724151487,0.724151487,58.82781905,1970,0,3.604475727,20,50
3,0.53628183,0.682904199,0.634260706,1.537430674,2.455346808,1.255079694,0,0,0,174.1,143.7,106.6333333,0.643555324,0.643555324,50.83051798,1970,0,3.604475727,20,50
4,0.466173962,0.627698668,0.595322012,1.175857544,1.760450162,0.935597539,0,0,0,175.9,145.1333333,104.0333333,0.586810922,0.586810922,28.59046361,1970,0,3.604475727,20,50
5,0.38199963,0.547268193,0.510457516,1.686379686,1.737701185,1.312091507,0.067455187,0,0,180.3666667,147.0333333,102,0.512077906,0.512077906,34.42410694,1970,0,3.604475727,20,50
6,0.351147842,0.538791159,0.504605263,1.072543621,1.893324293,1.560855217,0,0,0,181.5,147.8,101.3333333,0.492573315,0.492573315,37.92995766,1970,0,3.604475727,20,50
7,0.327646303,0.558206958,0.54064772,1.473124251,2.279215008,1.688697904,0,0,0,181.7,149.4666667,100.8666667,0.503058884,0.503058884,43.19075438,1970,0,3.604475727,20,50
8,0.329458772,0.619608715,0.553784861,2.25390479,2.759004086,1.211819425,0,0,0,183.5333333,149.9333333,100.4,0.532113565,0.532113565,74.74926106,1970,0,3.604475727,20,50
9,0.437625205,0.713277459,0.619986851,3.390092969,4.347154856,2.639710635,0.066472411,0,0,183.0333333,151.1333333,101.4,0.643219265,0.643219265,67.24032088,1970,0,3.604475727,20,50
10,0.52812612,0.713743864,0.703655775,2.353994876,2.198795155,1.889356136,0,0,0,186.0666667,149.4,103.0333333,0.678022971,0.678022971,67.47526885,1970,0,3.604475727,20,50
11,0.539399293,0.699703805,0.706381641,2.321554899,2.744360827,1.950644456,0,0,0,188.6666667,146.3,106.0333333,0.68338558,0.68338558,73.2908455,1970,0,3.604475727,20,50
12,0.605143457,0.700695535,0.654833597,3.831350505,3.111958802,1.388272583,0,0,0,190.5333333,148.5666667,105.1666667,0.720586311,0.720586311,68.3231313,1970,0,3.604475727,20,50
1,0.580309968,0.690978456,0.685191033,2.057062387,2.785008878,2.535522595,0.0642832,0,0,189.2666667,148.5333333,105.5666667,0.694200812,0.694200812,67.40453552,1971,0,3.604475727,20,50
2,0.604155567,0.697648625,0.6515625,2.657609574,2.914818227,1.14062503,0,0,0,187.7,150.2666667,106.6666667,0.705512636,0.705512636,48.02038609,1971,0,3.604475727,20,50
3,0.562864721,0.63638378,0.569862155,1.807250142,1.21316202,0.80043862,0.064544648,0,0,188.5,150.4333333,106.4,0.640616832,0.640616832,35.87937293,1971,0,3.604475727,20,50
4,0.460452962,0.537772926,0.530120482,1.780487806,1.912663758,1.127587259,0,0,0,191.3333333,152.6666667,107.9,0.535912332,0.535912332,30.77263002,1971,0,3.604475727,20,50
5,0.377897856,0.497805092,0.512743628,1.717796758,2.002853341,1.094452739,0,0,0,191.2333333,151.8666667,111.1666667,0.474326655,0.474326655,35.03123952,1971,0,3.604475727,20,50
6,0.407934,0.532479209,0.499852811,2.370545939,2.133063555,1.826611765,0,0,0,189.9,148.3,113.2333333,0.491829414,0.491829414,40.86994565,1971,0,3.604475727,20,50
7,0.427742616,0.554886212,0.562537048,1.540084362,2.850290015,1.298162431,0,0,0,189.6,149.4,112.4666667,0.519821475,0.519821475,39.12713009,1971,0,3.604475727,20,50
8,0.444086022,0.543468764,0.518529678,2.224014327,2.072957635,1.539620414,0,0,0,186,152.6,110.6333333,0.522194901,0.522194901,50.93264763,1971,0,3.604475727,20,50
9,0.490674319,0.605442177,0.584179748,2.749282613,3.364055425,1.572791651,0,0,0,185.8666667,151.9,108.3,0.575445905,0.575445905,61.63226007,1971,0,3.604475727,20,50
10,0.525719424,0.657061777,0.612772586,3.019784212,3.426107824,2.160436086,0,0,0,185.3333333,152.7,107,0.62358601,0.62358601,86.92117296,1971,0,3.604475727,20,50
11,0.618155357,0.770244008,0.6613723,4.050391302,4.334916696,2.202986076,0,0,0,183.2333333,154.3666667,104.9333333,0.72519084,0.72519084,93.5429197,1971,0,3.604475727,20,50
12,0.664356074,0.801919721,0.69606599,2.729843132,2.388743386,1.389593929,0,0,0,182.7333333,152.8,105.0666667,0.756833787,0.756833787,66.54023035,1971,0,3.604475727,20,50
1,0.638523852,0.710619469,0.658489348,2.431143217,1.857300803,1.178179458,0.065706573,0,0,185.1666667,150.6666667,103.2666667,0.708236808,0.708236808,47.02615569,1972,0,3.604475727,20,50
2,0.525521208,0.60198109,0.587939698,1.574406981,2.218595289,1.375628114,0,0,0,185.4666667,148.0666667,106.1333333,0.585291113,0.585291113,34.20330219,1972,0,3.604475727,20,50
3,0.447547308,0.528938547,0.521200867,2.749402925,1.7128492,1.581553742,0,0,0,181.4333333,149.1666667,107.7,0.512917933,0.512917933,48.2646481,1972,0,3.604475727,20,50
