month,PfPR U5,PfPR U15,PfPR U80,Cases U5,Cases U15,Cases U80,Severe cases U5,Severe cases U15,Severe cases U80,Pop U5,Pop U15,Pop U80,PfPR_2to10,PfPR_16to80,annualeir,year,Run_Number,x_Temporary_Larval_Habitat,scale_temp_rain,scale_water_veg
4,0.255707763,0.419972325,0.53158822,1.388888843,2.104474232,1.837402433,0,0,0,131.4,144.5333333,132.4333333,0.383590358,0.383590358,24.56865841,1963,0,1.265042928,20,50
5,0.234712002,0.455425017,0.48590671,1.204009153,2.438378215,1.911948122,0.092616089,0,0,131.3666667,144.7,133.6333333,0.399370126,0.399370126,24.01482251,1963,0,1.265042928,20,50
6,0.234402627,0.523944326,0.539029796,1.198534958,2.324840739,2.786259584,0,0,0,131.9666667,141.3,135.3666667,0.442758621,0.442758621,33.31488901,1963,0,1.265042928,20,50
7,0.258599046,0.543851172,0.566748768,1.832789332,2.998308659,2.247536927,0,0,0,132.7666667,137.9666667,135.3333333,0.455791744,0.455791744,36.37357442,1963,0,1.265042928,20,50
8,0.330774944,0.555034551,0.601851852,1.988115892,2.432132252,3.20175451,0,0,0,134.6333333,135.0666667,136.8,0.500389105,0.500389105,34.72494347,1963,0,1.265042928,20,50
9,0.389129389,0.540540541,0.651909511,1.843434267,2.466216154,2.397226989,0.087782584,0,0,138.6,133.2,137.0333333,0.507439311,0.507439311,38.00006067,1963,0,1.265042928,20,50
10,0.374172185,0.585396349,0.644038929,1.640255496,2.829457298,2.930656873,0.086329237,0,0,140.9333333,133.3,137,0.533992778,0.533992778,53.06825118,1963,0,1.265042928,20,50
11,0.413176471,0.606256207,0.68724079,2.576470524,2.627855003,3.027567595,0,0,0,141.6666667,134.2666667,136.6333333,0.571383499,0.571383499,52.2921294,1963,0,1.265042928,20,50
12,0.445845005,0.617669268,0.665937272,2.641223229,2.939843893,2.484804243,0,0.091870122,0,142.8,132.4333333,137.1,0.587763448,0.587763448,42.96208969,1963,0,1.265042928,20,50
1,0.409900532,0.601463907,0.68053528,0.928753212,2.02675423,2.397810169,0,0,0,144.1,132.0666667,137,0.574851237,0.574851237,29.77364075,1964,0,1.265042928,20,50
2,0.381809788,0.520619845,0.634467345,1.685133874,1.733316727,1.540849239,0,0,0,144.4,133.3666667,134.2333333,0.506614786,0.506614786,21.90648266,1964,0,1.265042928,20,50
3,0.298831776,0.489244622,0.568743818,1.023364484,1.825912893,1.805143356,0,0,0,142.6666667,133.2666667,134.8,0.459633171,0.459633171,18.28043176,1964,0,1.265042928,20,50
4,0.282141187,0.440669241,0.551510649,1.45044411,1.691119641,1.627043143,0,0,0,142.6,129.5,134.6,0.421443234,0.421443234,22.22582787,1964,0,1.265042928,20,50
5,0.240226095,0.422176486,0.541343992,0.859632567,2.159763291,1.914813884,0,0,0,141.5333333,129.5666667,133.4333333,0.385444744,0.385444744,21.16830934,1964,0,1.265042928,20,50
6,0.238697587,0.422379827,0.55262484,0.855001137,1.629892267,2.336747758,0,0,0,142.3,126.9,130.1666667,0.367236149,0.367236149,22.09789266,1964,0,1.265042928,20,50
7,0.270917279,0.482942431,0.559818274,2.249348208,2.432036214,2.579505384,0,0,0,140.6333333,125.0666667,132.0666667,0.412746829,0.412746829,31.70680444,1964,0,1.265042928,20,50
8,0.360246972,0.482580294,0.545342533,2.166943811,2.384322345,1.708969928,0,0,0,140.3666667,122.4666667,135.2666667,0.462291871,0.462291871,32.00789688,1964,0,1.265042928,20,50
9,0.356612529,0.554900309,0.56742126,1.270301677,2.049985975,2.874015808,0,0,0,143.6666667,118.7,135.4666667,0.509263896,0.509263896,42.97702465,1964,0,1.265042928,20,50
10,0.41131047,0.552471813,0.60976813,3.067226768,2.53252387,2.701036111,0.082898021,0,0,146.7666667,115.3,135.1333333,0.529066845,0.529066845,48.61049731,1964,0,1.265042928,20,50
11,0.419679634,0.561935296,0.615516397,1.921052597,3.085106447,2.947870664,0,0,0,145.6666667,114.3666667,136.2,0.535589265,0.535589265,43.09698559,1964,0,1.265042928,20,50
12,0.450440019,0.59004603,0.648866499,1.352478027,2.10011512,2.758186385,0,0,0,143.9333333,115.8666667,132.3333333,0.565181654,0.565181654,36.1982481,1964,0,1.265042928,20,50
1,0.405898876,0.592340426,0.634789157,1.794241615,2.278014153,2.565261066,0,0,0,142.4,117.5,132.8,0.554421209,0.554421209,28.30335105,1965,0,1.265042928,20,50
2,0.367052706,0.532388101,0.611111111,1.207752317,1.52210176,2.569130272,0.086268023,0,0,141.0333333,119.9,132.6,0.494341479,0.494341479,24.50501703,1965,0,1.265042928,20,50
3,0.282087119,0.497477578,0.592199457,0.93524342,1.125280283,1.711923033,0,0,0,143.1,118.9333333,135.0333333,0.439513478,0.439513478,17.94392518,1965,0,1.265042928,20,50
4,0.24206625,0.392401474,0.529312016,0.676395655,1.241848558,1.945251882,0,0,0,143.9,117.5666667,137.6,0.348875937,0.348875937,17.42336694,1965,0,1.265042928,20,50
5,0.218575419,0.332393572,0.5117255,1.019553065,1.646461844,1.892125458,0,0,0,143.2,118.2333333,135.0333333,0.300066756,0.300066756,18.73525019,1965,0,1.265042928,20,50
6,0.198401504,0.350375104,0.501750875,1.029619217,1.82550703,2.191095471,0,0,0,141.8,119.9666667,133.2666667,0.306182532,0.306182532,21.06167686,1965,0,1.265042928,20,50
7,0.236183278,0.401955307,0.561528662,1.551724166,2.446927428,3.068789855,0,0,0,141.1333333,119.3333333,130.8333333,0.35424773,0.35424773,28.97502956,1965,0,1.265042928,20,50
8,0.298514501,0.456424581,0.593432369,1.893421352,1.937150881,2.758665539,0,0,0,141.3666667,119.3333333,127.9,0.417963111,0.417963111,28.56027131,1965,0,1.265042928,20,50
9,0.331460674,0.493861607,0.588848359,1.36704123,2.444196403,2.187337197,0,0,0,142.4,119.4666667,127.9333333,0.470370965,0.470370965,37.69327326,1965,0,1.265042928,20,50
10,0.350281162,0.563202632,0.55823083,2.052483559,3.202632189,3.056791306,0,0,0,142.2666667,121.5666667,127.3666667,0.513664696,0.513664696,53.22007672,1965,0,1.265042928,20,50
11,0.442343604,0.593546638,0.594210526,2.896825477,2.969088927,2.497368425,0,0,0,142.8,122.9333333,126.6666667,0.577167355,0.577167355,45.53474183,1965,0,1.265042928,20,50
12,0.450504565,0.60546362,0.607551183,2.19245553,2.205148362,1.843924448,0.087698221,0,0,138.7333333,126.9,125.3666667,0.578471782,0.578471782,40.51660346,1965,0,1.265042928,20,50
1,0.469787437,0.59,0.585893668,1.917840913,2.20921053,1.95030719,0,0,0,139.5666667,126.6666667,124.7666667,0.57821406,0.57821406,30.07741045,1966,0,1.265042928,20,50
2,0.401614052,0.538135593,0.551995656,1.646095455,2.609904572,1.783871904,0,0,0,140.4333333,125.8666667,122.7666667,0.506721493,0.506721493,25.70005102,1966,0,1.265042928,20,50
3,0.364512338,0.470016207,0.521845319,0.857814327,0.98595351,1.386702821,0,0,0,141.8333333,123.4,122.8333333,0.455557322,0.455557322,17.43375391,1966,0,1.265042928,20,50
4,0.294294991,0.399944873,0.476464149,1.185064986,0.905457571,1.698139012,0,0,0,143.7333333,120.9333333,121.8,0.372577287,0.372577287,14.8589101,1966,0,1.265042928,20,50
5,0.244348025,0.378385849,0.441458733,0.750171281,1.614151478,1.601316094,0,0,0,145.9666667,120.6,121.5666667,0.326471996,0.326471996,14.51625654,1966,0,1.265042928,20,50
6,0.219876869,0.351136364,0.482359278,1.043315701,1.866477236,1.671155393,0,0,0,151.6,117.3333333,123.7666667,0.295465394,0.295465394,21.57837847,1966,0,1.265042928,20,50
7,0.232095491,0.411468531,0.538633819,1.371573769,1.837762177,2.963325776,0,0,0,150.8,119.1666667,119.0666667,0.353525793,0.353525793,27.25249343,1966,0,1.265042928,20,50
8,0.298933159,0.454236328,0.55647698,2.304593951,2.068574727,1.774377994,0,0,0,153.1,117.6333333,116.5666667,0.410463095,0.410463095,33.23615675,1966,0,1.265042928,20,50
9,0.33887689,0.446693273,0.533276451,1.34017276,2.080957741,2.180034198,0,0,0,154.3333333,116.9333333,117.2,0.417064629,0.417064629,32.42374625,1966,0,1.265042928,20,50
10,0.356078601,0.51688609,0.582606166,1.891600013,3.133943975,2.866492197,0.078816667,0,0,154.3666667,116.4666667,114.6,0.463871685,0.463871685,43.31610115,1966,0,1.265042928,20,50
11,0.365999148,0.5375,0.596623455,1.94397103,1.803779043,1.760627031,0,0,0,156.4666667,114.6666667,110.5666667,0.497387173,0.497387173,34.7482873,1966,0,1.265042928,20,50
12,0.33785822,0.546290972,0.594545455,1.336996384,2.098907381,1.769696951,0,0,0,154.7,115.9333333,110,0.492814745,0.492814745,36.50941516,1966,0,1.265042928,20,50
1,0.348817204,0.508816837,0.607790663,2.119354829,2.802901112,3.038953274,0,0,0,155,117.2,112.1,0.480378471,0.480378471,32.26654648,1967,0,1.265042928,20,50
2,0.351362953,0.491036415,0.557938636,1.488516793,2.147058852,1.630920433,0,0,0,155.3,119,111.9,0.456251939,0.456251939,20.38328079,1967,0,1.265042928,20,50
3,0.316831683,0.443727196,0.55892054,1.153360046,1.126859419,2.079460204,0,0,0,158.2333333,118.7666667,111.1666667,0.41744114,0.41744114,22.23884128,1967,0,1.265042928,20,50
4,0.268996001,0.42028169,0.582486551,0.92191118,1.747887336,1.854453124,0,0,0,158.3666667,118.3333333,111.5333333,0.378790235,0.378790235,18.60650446,1967,0,1.265042928,20,50
5,0.253258845,0.393835616,0.511445958,1.132836789,1.874999955,1.480730236,0,0,0,161.1,116.8,115.0333333,0.358386945,0.358386945,17.69585369,1967,0,1.265042928,20,50
6,0.210856796,0.372358652,0.48699422,0.961109988,0.833809257,1.687861323,0,0,0,164.5666667,116.7333333,115.3333333,0.327113063,0.327113063,19.33144616,1967,0,1.265042928,20,50
7,0.213104715,0.38788222,0.473822755,0.894060016,2.790203936,1.281076312,0,0,0,163.3,117.7333333,113.9666667,0.334682441,0.334682441,24.61781506,1967,0,1.265042928,20,50
8,0.225183076,0.424403927,0.478349912,0.965215586,1.330995791,1.601813883,0,0,0,163.8666667,118.8333333,113.9333333,0.368388494,0.368388494,32.58825075,1967,0,1.265042928,20,50
9,0.286648177,0.514074495,0.505491244,2.675317027,3.528575525,2.383496612,0,0,0,168.2666667,117.2333333,112.3,0.450132255,0.450132255,40.23964345,1967,0,1.265042928,20,50
10,0.35364655,0.572685974,0.546920821,1.865539521,2.694491744,2.033724383,0.07175152,0,0,169.5666667,117.4,113.6666667,0.520541476,0.520541476,41.5750567,1967,0,1.265042928,20,50
11,0.425768087,0.597456456,0.517893512,2.242814749,1.816422388,1.91155082,0,0,0,168.1666667,120.5666667,114.5666667,0.572617365,0.572617365,40.78308084,1967,0,1.265042928,20,50
12,0.431142568,0.548186248,0.57363213,2.731041536,2.371413052,2.337019801,0,0,0,164.8333333,123.1333333,114.5333333,0.550722362,0.550722362,50.94905671,1967,0,1.265042928,20,50
1,0.439282804,0.56848751,0.558722919,1.4873676,1.703266583,2.080957741,0,0,0,163.6,121.4333333,116.9333333,0.550595711,0.550595711,25.32732982,1968,0,1.265042928,20,50
2,0.383836338,0.50390625,0.574735639,1.256836139,1.323939718,1.877679348,0.147863075,0,0,164.5666667,119.4666667,116.6333333,0.471583653,0.471583653,18.02736718,1968,0,1.265042928,20,50
3,0.37220642,0.425677525,0.510031986,1.483136863,1.199014485,1.592032537,0,0,0,164.0666667,121.7666667,114.6333333,0.424247152,0.424247152,13.22614869,1968,0,1.265042928,20,50
4,0.273647964,0.343007186,0.426949942,0.591452301,0.807075739,0.956053555,0,0,0,164.5666667,120.6,114.5333333,0.342146679,0.342146679,10.62417878,1968,0,1.265042928,20,50
5,0.209791625,0.300554017,0.385580852,0.959943339,1.516620554,1.38499707,0,0,0,164.7666667,120.3333333,114.2,0.284686376,0.284686376,13.64264963,1968,0,1.265042928,20,50
6,0.178110695,0.333066025,0.419730942,0.9113608,0.878107488,1.527653247,0,0,0,160.2,124.7,111.5,0.293170203,0.293170203,18.53271598,1968,0,1.265042928,20,50
7,0.198471662,0.380667014,0.46210494,1.317130163,2.09223558,2.015955806,0,0.095101617,0,157.0333333,127.9333333,108.6333333,0.339981447,0.339981447,24.59310782,1968,0,1.265042928,20,50
8,0.256448839,0.425887802,0.509695291,1.883061111,1.784611367,1.909818433,0,0,0,155.0666667,129.5333333,108.3,0.377613776,0.377613776,21.98776783,1968,0,1.265042928,20,50
9,0.273097535,0.463420917,0.5128125,0.938906729,1.692426547,1.482812539,0,0,0,155.5,129.4,106.6666667,0.407282225,0.407282225,25.73191133,1968,0,1.265042928,20,50
10,0.278532032,0.466479735,0.508309815,1.548578739,1.67473872,2.17466297,0,0,0,157.1333333,130.7666667,106.3,0.419193451,0.419193451,33.85290406,1968,0,1.265042928,20,50
11,0.330966799,0.4884364,0.534553487,2.057840981,3.394922145,2.188387454,0.076216333,0,0,159.6333333,132.6,105.6333333,0.463991616,0.463991616,31.02565268,1968,0,1.265042928,20,50
12,0.327631847,0.601354742,0.509379968,1.189167142,3.021826386,1.044515088,0.074322946,0,0,163.7,132.8666667,104.8333333,0.543162266,0.543162266,29.79147214,1968,0,1.265042928,20,50
1,0.348725156,0.54398977,0.556782334,1.612126052,1.586956471,2.417981118,0,0,0,166.0333333,130.3333333,105.6666667,0.523979744,0.523979744,23.38874253,1969,0,1.265042928,20,50
2,0.317642405,0.522403522,0.512134412,1.155063272,1.418026462,1.476353496,0,0,0,168.5333333,128.7,107.1333333,0.481432165,0.481432165,21.07513741,1969,0,1.265042928,20,50
3,0.288331342,0.442503259,0.493486352,1.090203077,1.332464159,1.358560771,0,0,0,167.4,127.8333333,107.4666667,0.404852382,0.404852382,14.47515631,1969,0,1.265042928,20,50
4,0.228352641,0.395106715,0.414281221,0.501668952,1.140031278,1.033343822,0,0,0,169.7666667,128.0666667,105.9666667,0.350050585,0.350050585,11.04293183,1969,0,1.265042928,20,50
5,0.178864896,0.31651255,0.414276808,0.697496682,0.578599736,1.365336657,0,0,0,174.4333333,126.1666667,106.9333333,0.282010429,0.282010429,10.40762849,1969,0,1.265042928,20,50
6,0.164193486,0.300640205,0.334625323,0.914434336,0.934699103,1.178940535,0,0,0,172.9666667,130.1666667,103.2,0.26869491,0.26869491,13.01477984,1969,0,1.265042928,20,50
7,0.181906426,0.294779939,0.397637795,1.133760452,1.49437058,1.796259843,0,0,0,171.7,130.2666667,101.6,0.271851537,0.271851537,19.82979381,1969,0,1.265042928,20,50
8,0.227748174,0.304906242,0.456492637,1.368659899,1.31261234,2.198795155,0,0,0,168.9,129.7666667,99.6,0.291577901,0.291577901,21.68531172,1969,0,1.265042928,20,50
9,0.230708816,0.395677901,0.463589744,1.075004898,3.004888058,1.372649573,0,0,0,169.7666667,129.5666667,97.5,0.340325342,0.340325342,23.3183874,1969,0,1.265042928,20,50
10,0.239271017,0.49287169,0.481285311,1.430530995,2.508910351,2.191031083,0.07152655,0,0,170.1,130.9333333,94.4,0.412430978,0.412430978,28.56234516,1969,0,1.265042928,20,50
11,0.28097214,0.553512133,0.532320735,1.658763163,2.61047259,2.836453497,0.072120138,0,0,168.7,130.5,94.36666667,0.475049617,0.475049617,33.95432013,1969,0,1.265042928,20,50
12,0.314115308,0.560133917,0.558090558,1.814115234,2.067988619,2.049842119,0,0,0,167.6666667,129.4333333,94.96666667,0.493996569,0.493996569,32.41763822,1969,0,1.265042928,20,50
1,0.360376603,0.536447639,0.536341715,2.047275662,2.435831532,2.263176084,0,0,0,166.4,129.8666667,96.76666667,0.493327594,0.493327594,24.50011058,1970,0,1.265042928,20,50
2,0.301413498,0.520937582,0.508406187,0.799323097,1.634184897,1.104572967,0,0,0,167.4333333,126.5666667,99.13333333,0.448838216,0.448838216,16.15778116,1970,0,1.265042928,20,50
3,0.260319968,0.436241611,0.443440428,0.576733172,1.077852368,1.099397577,0,0,0,168.7666667,124.1666667,99.6,0.375711575,0.375711575,11.74341248,1970,0,1.265042928,20,50
4,0.193655767,0.376454668,0.380501016,0.714705288,1.481732056,0.617806353,0,0,0,170.2333333,123.1666667,98.46666667,0.308641975,0.308641975,13.42440762,1970,0,1.265042928,20,50
5,0.167479041,0.365305563,0.384615385,0.711639673,1.500411071,1.83909975,0,0,0,170.9666667,121.6333333,99.23333333,0.283284024,0.283284024,16.35992093,1970,0,1.265042928,20,50
6,0.221044366,0.345162185,0.399933841,1.504711457,1.21430549,1.448891848,0,0,0,169.8,120.2333333,100.7666667,0.306935123,0.306935123,12.69506761,1970,0,1.265042928,20,50
7,0.216378964,0.317271251,0.357238159,0.732637495,1.679750912,0.730486974,0,0,0,166.0666667,123.1333333,99.93333333,0.291899853,0.291899853,13.28505558,1970,0,1.265042928,20,50
8,0.227963526,0.345231753,0.341085271,1.109422445,1.26398509,1.353218779,0,0.097229622,0,164.5,125.1333333,98.9,0.317345312,0.317345312,16.60740728,1970,0,1.265042928,20,50
9,0.236826287,0.408835341,0.378808395,1.608895987,2.540829957,1.359173976,0,0,0,166.3666667,124.5,98.46666667,0.352170819,0.352170819,24.35551788,1970,0,1.265042928,20,50
10,0.251420733,0.491276655,0.445475638,1.430530995,1.920520574,2.056678779,0,0,0,170.1,120.3666667,100.5666667,0.385121602,0.385121602,44.76234731,1970,0,1.265042928,20,50
11,0.387084448,0.529755284,0.489194499,3.27760794,3.349554978,2.509823173,0.069736339,0,0,174.4666667,119.8666667,101.8,0.485254692,0.485254692,31.04952929,1970,0,1.265042928,20,50
12,0.410870391,0.623649801,0.497631828,1.526035786,3.008811735,1.15251027,0,0,0,175.4,117.2666667,105.5666667,0.553530425,0.553530425,22.76242728,1970,0,1.265042928,20,50
1,0.37688537,0.608081379,0.512302839,1.651583791,2.062729597,2.30283916,0,0,0,176.8,117.9666667,105.6666667,0.527805433,0.527805433,18.67023347,1971,0,1.265042928,20,50
2,0.34026465,0.527131783,0.524203822,0.896975473,1.21262455,0.92993629,0,0,0,176.3333333,120.4,104.6666667,0.476536313,0.476536313,13.56866733,1971,0,1.265042928,20,50
3,0.248407643,0.416200373,0.452396586,1.127195477,1.847855031,1.078463539,0,0,0,172.7,125.1,101.5333333,0.3672049,0.3672049,12.81836682,1971,0,1.265042928,20,50
4,0.214929467,0.377532228,0.400397746,0.715125427,0.768218875,0.604905523,0,0,0,170.1333333,126.7,100.5666667,0.321795941,0.321795941,10.23518433,1971,0,1.265042928,20,50
5,0.177122501,0.296498054,0.355570161,0.722343177,0.946822315,0.359842256,0,0,0,168.4333333,128.5,101.4333333,0.247172183,0.247172183,13.50984418,1971,0,1.265042928,20,50
6,0.1640625,0.283081648,0.301296974,0.877403855,1.121064752,0.728300616,0,0,0,166.4,130.2333333,100.2333333,0.242478858,0.242478858,14.46294473,1971,0,1.265042928,20,50
7,0.216392109,0.279938588,0.312664042,1.484645158,1.214176096,1.317257218,0,0,0,163.9,130.2666667,101.6,0.274805987,0.274805987,14.74760006,1971,0,1.265042928,20,50
8,0.234219606,0.289374529,0.358837287,0.963060699,1.46696806,1.341463447,0,0,0,164.2333333,132.7,99.76666667,0.28819636,0.28819636,24.28310954,1971,0,1.265042928,20,50
9,0.2878,0.395917339,0.472648432,2.554999962,3.219506107,2.43495658,0,0,0,166.6666667,132.2666667,99.93333333,0.367481461,0.367481461,23.34100771,1971,0,1.265042928,20,50
10,0.334609958,0.486479782,0.470156719,1.765773118,1.720416836,1.582194097,0,0,0,165.3666667,134.3666667,99.96666667,0.444672411,0.444672411,23.59279148,1971,0,1.265042928,20,50
11,0.36501745,0.497039961,0.474324324,1.123999134,2.250863425,1.35641893,0,0,0,162.3666667,135.1333333,98.66666667,0.471908565,0.471908565,29.52775123,1971,0,1.265042928,20,50
12,0.351491301,0.540255277,0.470785762,1.512013227,2.418998547,1.715916693,0,0,0,160.9333333,135.8,99.26666667,0.490104453,0.490104453,21.38057359,1971,0,1.265042928,20,50
1,0.27989353,0.511018609,0.420279959,0.822072059,1.698090114,1.6200068,0,0,0,162.8,136.1333333,97.63333333,0.441456126,0.441456126,20.85231571,1972,0,1.265042928,20,50
2,0.265023426,0.491337825,0.433333333,0.892238706,1.66867175,1.106060587,0,0,0,163.6333333,138.5333333,99,0.422691579,0.422691579,11.90693421,1972,0,1.265042928,20,50
3,0.217155944,0.425934472,0.349200952,0.911930054,1.179049328,0.248214886,0,0,0,160.1,144.4666667,98.03333333,0.356902357,0.356902357,13.29974114,1972,0,1.265042928,20,50
4,0.182818012,0.33371092,0.325773196,0.605934858,1.157680139,1.630584225,0,0,0,160.6333333,147.1333333,97,0.284806705,0.284806705,11.21804032,1972,0,1.265042928,20,50
5,0.167813217,0.266968326,0.34197787,0.684803031,0.908371069,1.51452291,0,0,0,159.9,147.3333333,96.4,0.240788579,0.240788579,11.46963024,1972,0,1.265042928,20,50
6,0.150323974,0.281021088,0.329875519,0.630669534,1.458379537,0.883471698,0,0,0,154.3333333,150.1666667,96.4,0.243243243,0.243243243,10.5052833,1972,0,1.265042928,20,50
7,0.135781012,0.262067445,0.362080767,0.634368896,0.9653956,0.99931556,0,0,0,153.4333333,151.2333333,97.4,0.221861032,0.221861032,10.18868142,1972,0,1.265042928,20,50
8,0.136010363,0.264332604,0.286054422,0.787996575,1.118161961,0.993197262,0,0,0,154.4,152.3333333,98,0.236877343,0.236877343,13.13110633,1972,0,1.265042928,20,50
9,0.157183344,0.28993697,0.383396486,1.193590611,1.586611569,2.137444079,0,0,0,152.9,153.3666667,96.76666667,0.260193133,0.260193133,19.10828644,1972,0,1.265042928,20,50
10,0.20547046,0.366135719,0.475359343,1.357768096,2.548548937,2.74811779,0,0,0,152.3333333,152.7666667,97.4,0.319946273,0.319946273,28.02896862,1972,0,1.265042928,20,50
11,0.278825077,0.465422613,0.53999325,1.680184118,2.964873806,1.231859624,0,0,0,152.0666667,151.8333333,98.76666667,0.410576271,0.410576271,23.85516925,1972,0,1.265042928,20,50
12,0.35199471,0.490507726,0.556924101,2.011240833,2.336644657,1.336551227,0,0,0,151.2333333,151,100.1333333,0.457834603,0.457834603,25.22375477,1972,0,1.265042928,20,50
1,0.364410578,0.526246431,0.53560477,1.227028258,1.60333842,1.741056204,0,0,0,148.7333333,151.7666667,97.83333333,0.48679868,0.48679868,16.36330733,1973,0,1.265042928,20,50
2,0.338367899,0.469580496,0.447276536,0.822813362,2.164506868,1.146997198,0,0,0,147.8666667,151.7666667,95.46666667,0.444581788,0.444581788,12.85952935,1973,0,1.265042928,20,50
3,0.221654068,0.433259424,0.396557659,0.405735895,1.213968918,1.130808994,0,0,0,149.9333333,150.3333333,96.83333333,0.383425414,0.383425414,9.081650848,1973,0,1.265042928,20,50
4,0.147613762,0.348960637,0.381101813,0.486126512,1.130030975,0.636331961,0,0,0,150.1666667,150.7333333,95.6,0.287161693,0.287161693,8.683262543,1973,0,1.265042928,20,50
5,0.135414327,0.304791482,0.365734266,0.983606547,1.214507595,1.914335713,0,0,0,148.4333333,150.2666667,95.33333333,0.25398807,0.25398807,10.66659539,1973,0,1.265042928,20,50
6,0.125670841,0.280490575,0.374404357,0.326475859,1.07767427,1.242341697,0,0,0,149.0666667,146.7666667,97.93333333,0.22724114,0.22724114,10.00559368,1973,0,1.265042928,20,50
7,0.135849057,0.302756544,0.403934426,0.891231939,1.268241853,1.555737749,0,0,0,150.1666667,143.9,101.6666667,0.250034999,0.250034999,18.19355506,1973,0,1.265042928,20,50
8,0.130160162,0.337153335,0.425349428,0.823370144,1.756818675,2.087039441,0,0.083658032,0,147.7666667,145.4333333,104.9333333,0.266053748,0.266053748,12.54304688,1973,0,1.265042928,20,50
9,0.149685241,0.316140507,0.423149905,1.021217108,1.217207685,1.96236556,0,0,0,142.9666667,149.9333333,105.4,0.262116716,0.262116716,18.09674132,1973,0,1.265042928,20,50
10,0.175381008,0.305905773,0.468623166,1.026963651,1.533952646,2.165157713,0,0,0,142.1666667,150.7,106.7666667,0.26341669,0.26341669,16.27932467,1973,0,1.265042928,20,50
11,0.208088408,0.363715847,0.454573358,0.944039471,1.834972672,1.344383061,0,0,0,141.7666667,152.5,108.6,0.322910902,0.322910902,18.10067107,1973,0,1.265042928,20,50
12,0.219130028,0.409001529,0.465480209,1.109681912,2.1531571,1.567965627,0,0,0,142.5333333,152.5666667,108.6333333,0.342336167,0.342336167,19.14145955,1973,0,1.265042928,20,50
1,0.227563344,0.427346764,0.500626959,1.64219743,2.033862054,2.860501595,0,0,0,140.7666667,155.5333333,106.3333333,0.366693679,0.366693679,28.9327713,1974,0,1.265042928,20,50
2,0.27217497,0.530977131,0.539127646,1.241798282,2.352390818,1.638871059,0,0,0,137.1666667,160.3333333,103.9333333,0.461103634,0.461103634,15.30246681,1974,0,1.265042928,20,50
3,0.267965895,0.443292557,0.523563589,0.711327672,0.756790414,1.413815349,0.088915959,0,0,136.8333333,160.7666667,103.2666667,0.406377205,0.406377205,8.46243301,1974,0,1.265042928,20,50
4,0.174457831,0.423260644,0.408176302,0.351807237,1.212876439,0.582880862,0,0,0,138.3333333,160.5,104.3666667,0.34519477,0.34519477,5.58415323,1974,0,1.265042928,20,50
5,0.12,0.250365116,0.331804782,0.173809528,0.152305439,1.195545346,0,0,0,140,159.7666667,101.7666667,0.218862876,0.218862876,9.569505827,1974,0,1.265042928,20,50
6,0.108602662,0.254031414,0.339194373,0.954134941,1.83455497,2.917199396,0,0,0,140.2666667,159.1666667,104.2666667,0.212133441,0.212133441,12.0249142,1974,0,1.265042928,20,50
7,0.169415646,0.277286136,0.424299654,1.376060367,1.230509877,1.033994325,0,0,0,141.4666667,158.2,105.9,0.241733027,0.241733027,11.21616238,1974,0,1.265042928,20,50
8,0.209056781,0.336935791,0.435549953,1.113327049,1.778978668,1.840529442,0,0,0,142.0666667,157.3,105.7666667,0.296196748,0.296196748,13.34664047,1974,0,1.265042928,20,50
9,0.248960739,0.340299768,0.451097179,1.770207927,1.772218727,1.716300957,0,0,0,144.3333333,157.9,106.3333333,0.317598288,0.317598288,22.93718226,1974,0,1.265042928,20,50
10,0.332418211,0.459322034,0.532487624,2.004117966,2.551906742,3.275061823,0,0,0,145.7,157.3333333,107.7333333,0.442664872,0.442664872,20.23126589,1974,0,1.265042928,20,50
11,0.32771788,0.466464734,0.573333333,1.885669321,1.579402834,1.58449617,0.081985623,0,0,148.4,154.0666667,107.5,0.453269755,0.453269755,20.69823385,1974,0,1.265042928,20,50
12,0.33094652,0.452867502,0.599938499,1.225106344,1.523840941,1.908056594,0,0,0,148.9666667,151.7,108.4,0.454070407,0.454070407,19.30895807,1974,0,1.265042928,20,50
1,0.279324509,0.410441241,0.535095716,0.916248307,1.116207957,1.552719533,0,0,0,146.0666667,152.6,109.7,0.396733112,0.396733112,25.62438451,1975,0,1.265042928,20,50
2,0.310989512,0.478882391,0.5260722,2.330141366,3.557505012,2.252391279,0,0,0,146.2,153.9,108.0333333,0.443448276,0.443448276,16.5558284,1975,0,1.265042928,20,50
3,0.275,0.475,0.482629108,0.414772741,1.983695664,1.256651044,0,0,0,146.6666667,153.3333333,106.5,0.429872998,0.429872998,10.38846805,1975,0,1.265042928,20,50
4,0.246206116,0.494902482,0.403245943,1.074745201,1.375221573,0.6835206,0,0,0,147.1666667,150.4,106.8,0.428334026,0.428334026,7.437340206,1975,0,1.265042928,20,50
5,0.198401826,0.423042901,0.337867763,1.083333366,1.372180469,1.039228119,0,0,0,146,150.7333333,105.3666667,0.357952974,0.357952974,6.333279363,1975,0,1.265042928,20,50
6,0.194311718,0.315164835,0.314006515,0.830489174,0.401098914,1.070032552,0,0,0,146.5,151.6666667,102.3333333,0.289857083,0.289857083,9.349326363,1975,0,1.265042928,20,50
7,0.166021407,0.304646018,0.292074518,0.498747423,1.211283132,1.383012325,0,0,0,146.3666667,150.6666667,105.5666667,0.280440234,0.280440234,11.18766,1975,0,1.265042928,20,50
