Country,DHScode,FIPScode,ISOcode,SurveyYear,SurveyType,MLCMLTCANM,MLCMLTCMSY,MLCMLTCNUM,MLCMLTCRDT,MLCMLTCUNW,MLPMALCMSE,MLPMALCMSL,MLPMALCMSR,MLPMALCMSU,MLPMALCMSY,MLPMALCNMM,MLPMALCNMR,MLPMALCRDE,MLPMALCRDL,MLPMALCRDR,MLPMALCRDT,MLPMALCRDU,MLPMALCUEM,MLPMALCUER,MLPMALCUNM,MLPMALCUNR
Ghana,GH,GH,,2019,MIS,Yes,Yes,Yes,Yes,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
